2021 Statistical Area Level 1 (SA1),State,Usual Resident Population,Score,Percentile within State
40202102857,SA,470,979.4423302,52
40202102858,SA,466,958.8611249,42
40202102859,SA,267,977.924725,51
40202102860,SA,414,972.4728347,49
40202102861,SA,627,924.8109341,30
40202102901,SA,294,620.5861591,1
40202102902,SA,370,844.4316986,11
40202102903,SA,456,885.3369675,19
40202102904,SA,430,869.9654297,16
40202102905,SA,395,887.8005342,20
40202102906,SA,516,751.040549,3
40202102907,SA,463,756.4367904,4
40202102909,SA,520,661.2906427,1
40202102910,SA,420,773.4885426,5
40202102911,SA,620,759.8896294,4
40202102912,SA,280,665.6556629,1
40202102913,SA,538,781.797521,5
40202102914,SA,258,671.1057993,1
40202102915,SA,552,768.5259957,4
40202102916,SA,590,766.9031762,4
40202102917,SA,732,735.0373751,2
40202102918,SA,504,764.6844581,4
40202102920,SA,598,851.9052744,12
40202102921,SA,468,836.9198127,10
40202102923,SA,483,773.8631048,5
40202102924,SA,398,748.4733074,3
40202102925,SA,448,715.0794147,2
40202102926,SA,334,731.4299291,2
40202102927,SA,367,763.1597094,4
40202102928,SA,446,769.5949171,5
40202102929,SA,313,907.9437671,25
40202102930,SA,256,847.0791489,12
40202102932,SA,360,863.8134119,14
40202102934,SA,424,884.3661165,19
40202102935,SA,519,859.920239,14
40202102936,SA,447,775.0960051,5
40202102937,SA,447,871.4359455,16
40202102938,SA,297,892.8473305,21
40202102939,SA,395,912.6762784,27
40202102940,SA,723,745.2576418,3
40202102941,SA,414,849.8037015,12
40202102942,SA,728,813.8901584,8
40202102943,SA,491,868.630143,16
40202102944,SA,416,850.4953444,12
40202102945,SA,596,891.0174546,21
40202103001,SA,342,763.2710214,4
40202103003,SA,689,771.5003162,5
40202103004,SA,488,767.101579,4
40202103005,SA,471,728.3548945,2
40202103006,SA,563,746.7490738,3
40202103007,SA,612,687.9225079,1
40202103008,SA,391,657.5751041,1
40202103009,SA,516,674.165226,1
40202103010,SA,519,699.8984348,1
40202103011,SA,383,662.551855,1
40202103012,SA,525,722.9690195,2
40202103013,SA,347,687.4175276,1
40202103014,SA,368,656.2296231,1
40202103015,SA,449,705.0916591,1
40202103017,SA,169,795.6014958,6
40202103018,SA,345,748.6773379,3
40202103019,SA,471,686.6104832,1
40202103020,SA,387,680.4844945,1
40202103021,SA,346,773.3419546,5
40202103022,SA,607,710.3673317,2
40202103023,SA,712,755.8910526,4
40202103024,SA,418,780.2505109,5
40202103026,SA,492,606.3832032,1
40202103027,SA,201,776.929192,5
40202103101,SA,533,680.9865633,1
40202103102,SA,455,925.6504273,30
40202103103,SA,465,998.086896,60
40202103104,SA,363,730.0533685,2
40202103105,SA,451,767.588293,4
40202103106,SA,568,818.1847804,8
40202103107,SA,365,990.3871176,57
40202103108,SA,479,726.1051657,2
40202103109,SA,674,789.4992024,6
40202103110,SA,580,762.8742543,4
40202103111,SA,421,795.7131786,6
40202103112,SA,277,967.8735575,46
40202103113,SA,593,946.9016862,37
40202103114,SA,470,936.1850553,34
40202103115,SA,369,762.2264343,4
40202103116,SA,301,819.3677648,8
40202103117,SA,510,726.1133645,2
40202103118,SA,548,781.8108307,5
40202103119,SA,336,803.9231134,7
40202103120,SA,516,975.4270376,50
40202103121,SA,605,737.4347199,3
40202103122,SA,345,817.6803337,8
40202103123,SA,604,743.4476036,3
40202103124,SA,414,958.203759,42
40202103125,SA,380,987.5391598,56
40202103126,SA,298,957.9816191,42
40202103127,SA,505,762.4644009,4
40202103128,SA,308,843.8523974,11
40202103130,SA,326,916.0109095,28
40202103131,SA,543,807.0580548,7
40202103132,SA,451,992.9870156,58
40202103205,SA,266,959.4257509,42
40202103206,SA,465,976.0361417,50
40202103207,SA,449,1008.654777,65
40202103208,SA,377,989.2248781,56
40202103210,SA,847,1023.688995,71
40202103211,SA,1050,1028.462237,74
40202103213,SA,824,977.1269532,51
40202103214,SA,524,838.3986073,10
40202103216,SA,499,875.7737712,17
40202103217,SA,485,925.6436109,30
40202103218,SA,86,970.0092758,47
40202103219,SA,556,906.9204346,25
40202103220,SA,735,887.8974805,20
40202103221,SA,375,911.7985789,26
40202103223,SA,336,879.141377,18
40202103224,SA,271,893.2231396,22
40202103225,SA,541,883.1033982,19
40202103226,SA,568,879.0781842,18
40202103227,SA,416,844.1817079,11
40202103228,SA,692,865.2442799,15
40202103229,SA,652,904.9223043,24
40202103231,SA,513,1023.566078,71
40202103232,SA,369,814.9295056,8
40202103233,SA,517,920.5787217,29
40202103234,SA,391,1010.111532,65
40202103235,SA,200,901.8628023,23
40202103236,SA,510,922.0075433,29
40202103237,SA,735,952.9057039,40
40202103238,SA,405,941.9736634,36
40202103239,SA,479,882.8697496,19
40202103240,SA,538,885.5340365,19
40202103241,SA,535,908.6487224,25
40202103301,SA,324,1002.80231,62
40202103302,SA,291,1024.678464,72
40202103304,SA,405,1020.250468,70
40202103305,SA,340,1069.289184,88
40202103306,SA,311,1067.797267,87
40202103307,SA,40,1096.941059,94
40202103308,SA,344,1046.205086,80
40202103309,SA,196,1055.004988,83
40202103310,SA,215,1053.438642,83
40202103401,SA,443,807.3285884,7
40202103402,SA,483,775.5644619,5
40202103403,SA,397,760.8248099,4
40202103404,SA,329,709.6058439,2
40202103405,SA,396,778.9412744,5
40202103406,SA,303,789.9840688,6
40202103407,SA,484,767.1609723,4
40202103408,SA,267,750.0526833,3
40202103409,SA,445,790.2498123,6
40202103410,SA,448,792.4536847,6
40202103411,SA,360,710.8609096,2
40202103412,SA,408,748.2325748,3
40202103413,SA,633,757.1544954,4
40202103414,SA,413,714.7439133,2
40202103415,SA,447,736.3734543,2
40202103416,SA,449,761.0009256,4
40202103417,SA,429,706.0735915,1
40202103418,SA,421,750.6590652,3
40202103419,SA,451,739.8796491,3
40202103420,SA,346,759.9796798,4
40202103421,SA,528,769.4635231,5
40202103422,SA,286,806.2500021,7
40202103423,SA,355,842.04897,11
40202103424,SA,527,775.5096809,5
40202103425,SA,486,619.9915323,1
40202103426,SA,490,709.805197,2
40202103427,SA,568,755.5253331,4
40202103428,SA,285,654.7875608,1
40202103429,SA,575,843.3153555,11
40202103502,SA,285,832.829688,10
40202103503,SA,275,950.8263105,39
40202103504,SA,144,950.4508045,39
40202103505,SA,308,936.1484709,34
40202103506,SA,179,912.1208093,26
40202103507,SA,584,903.3862702,24
40202103511,SA,305,964.2590478,45
40202103512,SA,324,794.3716042,6
40202103515,SA,312,961.2147261,43
40202103516,SA,545,971.8040146,48
40202103517,SA,547,1013.306236,67
40202103518,SA,478,908.6589186,25
40202103519,SA,403,1015.097741,68
40202103520,SA,436,1026.219172,73
40202103521,SA,571,892.2386932,21
40203103601,SA,236,876.4044483,17
40203103603,SA,633,906.5147823,25
40203103604,SA,530,943.0601451,36
40203103605,SA,730,966.5707079,46
40203103606,SA,301,718.328813,2
40203103607,SA,574,766.5614349,4
40203103608,SA,623,829.3698147,9
40203103609,SA,329,795.0205197,6
40203103610,SA,814,910.6124417,26
40203103611,SA,667,878.6127373,18
40203103612,SA,702,909.404843,26
40203103613,SA,471,934.5925574,33
40203103614,SA,442,894.0445804,22
40203103615,SA,534,952.5360549,39
40203103616,SA,696,963.6026157,44
40203103617,SA,622,783.0932384,5
40203103618,SA,657,877.6236215,18
40203103619,SA,573,908.0370046,25
40203103620,SA,585,938.9933359,35
40203103621,SA,752,929.8501727,32
40203103622,SA,655,915.7662222,28
40203103623,SA,703,956.3186067,41
40203103624,SA,546,906.5050912,25
40203103625,SA,935,954.0712719,40
40203103626,SA,591,966.6338933,46
40203103627,SA,462,979.6224293,52
40203103628,SA,702,954.3764277,40
40203103629,SA,400,966.2421581,45
40203103630,SA,476,964.7233314,45
40203103631,SA,698,961.3090888,43
40203103632,SA,553,951.6004399,39
40203103633,SA,505,956.3252272,41
40203103634,SA,517,949.1009431,38
40203103635,SA,539,965.418817,45
40203103636,SA,621,958.1096785,42
40203103637,SA,534,1011.512179,66
40203103638,SA,324,1052.380932,82
40203103639,SA,299,993.404956,58
40203103640,SA,481,1018.564308,69
40203103641,SA,564,947.867176,38
40203103642,SA,595,925.3977167,30
40203103643,SA,568,956.8987231,41
40203103644,SA,560,886.6966321,20
40203103646,SA,614,852.1059856,12
40203103649,SA,340,900.551256,23
40203103650,SA,296,904.2651321,24
40203103801,SA,601,993.0332724,58
40203103802,SA,423,928.7696315,31
40203103803,SA,711,996.3932916,59
40203103804,SA,493,1039.465143,78
40203103805,SA,589,1001.663159,62
40203103806,SA,600,983.6941218,54
40203103807,SA,763,960.7876673,43
40203103808,SA,473,950.6621688,39
40203103809,SA,556,1051.360966,82
40203103810,SA,540,993.1635494,58
40203103811,SA,749,995.9845636,59
40203103812,SA,399,954.7844511,40
40203103813,SA,681,1013.73678,67
40203103814,SA,915,966.865528,46
40203103815,SA,662,977.8342621,51
40203103816,SA,589,967.4046786,46
40203103817,SA,771,985.5641883,55
40203103818,SA,514,956.5475323,41
40203103819,SA,466,1023.963094,72
40203103820,SA,603,955.4299615,41
40203103821,SA,723,1002.767325,62
40203103822,SA,523,988.8598692,56
40203103823,SA,568,957.6252351,41
40203103824,SA,505,1047.148412,80
40203103825,SA,748,1000.791912,61
40203103826,SA,416,974.5356968,50
40203103827,SA,405,1074.332919,89
40203103828,SA,485,1035.249215,76
40203103829,SA,667,1031.283206,75
40203103830,SA,708,983.6545094,54
40203103831,SA,597,980.2112237,52
40203103832,SA,475,907.5164543,25
40203103833,SA,627,987.4679507,56
40203103834,SA,470,985.5259878,55
40203103835,SA,888,1025.185639,72
40203103836,SA,345,1000.667079,61
40203103837,SA,417,1017.883893,69
40203103838,SA,502,1012.42227,67
40203103839,SA,391,983.8127617,54
40203117501,SA,518,1064.809629,87
40203117502,SA,497,976.5421263,51
40203117503,SA,346,994.5854691,59
40203117504,SA,200,807.0411288,7
40203117505,SA,432,1050.784918,82
40203117506,SA,255,1018.024789,69
40203117507,SA,367,1052.533466,82
40203117508,SA,477,890.0949563,21
40203117509,SA,514,936.5609808,34
40203117510,SA,369,1015.829132,68
40203117511,SA,559,975.1603924,50
40203117512,SA,394,1085.957466,92
40203117513,SA,413,1039.282578,78
40203117514,SA,441,981.071299,53
40203117516,SA,406,1024.268332,72
40203117517,SA,468,1065.887242,87
40203117518,SA,602,1043.943205,79
40203117519,SA,703,926.8435548,31
40203117520,SA,440,929.7503436,31
40203117521,SA,275,1070.941646,88
40203117522,SA,535,1052.30436,82
40203117523,SA,206,1025.763388,73
40203117524,SA,350,1024.366141,72
40203117525,SA,505,1074.429947,89
40203117526,SA,540,1069.317252,88
40203117527,SA,690,865.5073874,15
40203117528,SA,659,1088.446859,93
40203117530,SA,562,1010.924105,66
40203117531,SA,493,923.4713401,29
40203117532,SA,422,1054.039939,83
40203117533,SA,360,1067.365862,87
40203117534,SA,322,1003.919969,63
40203117535,SA,431,1040.220601,78
40203117536,SA,437,1003.684199,63
40203117537,SA,437,1048.622701,81
40203117538,SA,268,1049.690628,81
40203117539,SA,465,965.6579626,45
40203117540,SA,472,966.5537637,46
40203117541,SA,400,1068.392392,88
40203117601,SA,572,960.2786459,43
40203117602,SA,597,876.5182058,17
40203117603,SA,493,962.05834,44
40203117604,SA,540,983.0065307,54
40203117605,SA,473,975.5042556,50
40203117606,SA,567,958.3152162,42
40203117607,SA,548,966.2001737,45
40203117608,SA,342,959.8777806,43
40203117609,SA,357,959.2391048,42
40203117610,SA,354,894.15783510000006,22
40203117611,SA,408,970.0239466,47
40203117612,SA,566,940.3165998,35
40203117613,SA,397,953.4202293,40
40203117614,SA,237,931.9781068,32
40203117615,SA,505,973.2981786,49
40203117616,SA,326,971.979944,48
40203117617,SA,464,959.8106633,43
40203117618,SA,341,978.4952336,52
40203117619,SA,258,936.1855556,34
40203117620,SA,374,962.7022631,44
40203117621,SA,415,997.0270152,60
40203117622,SA,582,963.4604923,44
40203117623,SA,374,934.2599034,33
40203117624,SA,423,1003.354412,63
40204104001,SA,408,952.1703041,39
40204104002,SA,570,917.8320645,28
40204104003,SA,402,932.2948224,32
40204104004,SA,395,889.3231114,20
40204104005,SA,592,894.9080326,22
40204104006,SA,584,918.05447,28
40204104007,SA,292,895.7499774,22
40204104008,SA,353,886.6214544,20
40204104009,SA,272,892.291591,21
40204104010,SA,414,827.9354874,9
40204104011,SA,651,1020.695158,70
40204104012,SA,358,992.6486666,58
40204104013,SA,461,1018.57759,69
40204104014,SA,349,931.8075969,32
40204104015,SA,320,983.4396482,54
40204104016,SA,376,1054.427681,83
40204104017,SA,601,1012.670392,67
40204104018,SA,623,888.8816516,20
40204104019,SA,488,943.9193413,36
40204104020,SA,328,940.2902383,35
40204104021,SA,461,910.1106998,26
40204104022,SA,539,880.3446314,18
40204104023,SA,450,933.693598,33
40204104024,SA,504,927.7323844,31
40204104025,SA,553,944.2212916,36
40204104026,SA,409,969.6189261,47
40204104027,SA,510,888.6019811,20
40204104028,SA,383,915.3135632,27
40204104030,SA,428,813.8722457,8
40204104031,SA,387,863.6115788,14
40204104032,SA,282,963.2074624,44
40204104033,SA,374,958.6600581,42
40204104034,SA,447,955.300572,41
40204104035,SA,416,876.3086754,17
40204104036,SA,276,935.5581323,34
40204104037,SA,423,909.4402267,26
40204104101,SA,347,926.4109359,31
40204104102,SA,538,884.1956241,19
40204104103,SA,463,910.2072382,26
40204104104,SA,683,906.9296695,25
40204104105,SA,473,902.9253513,24
40204104106,SA,641,903.5734169,24
40204104107,SA,340,1089.900547,93
40204104108,SA,396,892.7924017,21
40204104109,SA,339,934.370167,33
40204104110,SA,492,872.9788192,16
40204104111,SA,523,929.7236101,31
40204104112,SA,510,959.3843331,42
40204104113,SA,358,951.4403757,39
40204104114,SA,458,955.896785,41
40204104115,SA,234,971.7360632,48
40204104116,SA,359,953.9032496,40
40204104117,SA,530,804.2560671,7
40204104118,SA,504,804.6729983,7
40204104119,SA,416,874.2486582,17
40204104120,SA,453,935.4978344,34
40204104121,SA,523,876.8903092,17
40204104122,SA,348,1037.551587,77
40204104123,SA,421,1006.278483,64
40204104124,SA,501,1079.62032,91
40204104125,SA,441,914.8884209,27
40204104126,SA,419,866.2816637,15
40204104127,SA,397,988.8188138,56
40204104128,SA,237,1030.20492,74
40204104129,SA,392,915.734405,27
40204104130,SA,492,962.2484767,44
40204104131,SA,348,969.6372075,47
40204104132,SA,205,924.3213402,30
40204104133,SA,287,921.1096172,29
40204104134,SA,229,996.6313416,60
40204104136,SA,307,1021.577715,71
40204104138,SA,467,905.0803444,24
40204104301,SA,573,871.3044298,16
40204104302,SA,736,931.7166861,32
40204104303,SA,312,794.0855292,6
40204104304,SA,493,871.5241848,16
40204104305,SA,344,708.6990643,2
40204104306,SA,424,800.4119594,6
40204104307,SA,346,855.3587001,13
40204104308,SA,329,877.168087,18
40204104309,SA,489,849.1390688,12
40204104310,SA,548,862.3922374,14
40204104311,SA,433,809.6504684,7
40204104312,SA,399,834.2183868,10
40204104313,SA,438,842.0957494,11
40204104314,SA,340,866.7597909,15
40204104315,SA,445,879.2532919,18
40204104316,SA,606,900.755757,23
40204104317,SA,374,852.4637774,13
40204104318,SA,456,850.106057,12
40204104319,SA,392,836.8540648,10
40204104320,SA,437,887.5704259,20
40204104321,SA,500,862.0535138,14
40204104323,SA,787,922.5259697,29
40204104324,SA,383,791.562661,6
40204104325,SA,277,710.9172691,2
40204104326,SA,399,907.7150359,25
40204104327,SA,357,850.5298706,12
40204104328,SA,274,847.9973981,12
40204104329,SA,669,844.541098,11
40204104330,SA,303,986.3283167,55
40204104331,SA,554,928.5748684,31
40204104332,SA,416,947.7449682,38
40204104333,SA,659,936.568744,34
40204104334,SA,236,899.0327095,23
40204104335,SA,425,866.4234854,15
40204104336,SA,253,891.8856963,21
40204104337,SA,856,985.2677793,55
40204104338,SA,871,995.5971619,59
40204104339,SA,293,998.3286853,60
40204104340,SA,566,866.9982503,15
40204104341,SA,457,975.8320856,50
40204104401,SA,638,911.1745261,26
40204104402,SA,477,905.6915223,25
40204104403,SA,389,852.1687449,12
40204104404,SA,491,884.3022515,19
40204104405,SA,501,867.0293284,15
40204104406,SA,437,858.6240682,13
40204104407,SA,454,860.7603157,14
40204104408,SA,276,778.2506737,5
40204104409,SA,420,865.9319376,15
40204104410,SA,463,820.4485758,8
40204104411,SA,492,904.7051442,24
40204104412,SA,392,802.7113182,7
40204104413,SA,383,847.4367475,12
40204104414,SA,367,879.6647092,18
40204104415,SA,314,748.4312354,3
40204104416,SA,517,885.0919092,19
40204104417,SA,642,849.041655,12
40204104418,SA,756,902.8116604,24
40204104419,SA,631,860.7033048,14
40204104420,SA,309,876.9872504,18
40204104421,SA,430,882.7638414,19
40204104422,SA,780,891.8842985,21
40204104423,SA,536,884.2975052,19
40204104424,SA,576,902.6476933,24
40204104425,SA,331,895.4473169,22
40204104426,SA,370,891.4426439,21
40204104427,SA,417,889.1244274,20
40204104428,SA,492,849.7757027,12
40204104429,SA,521,848.4782055,12
40204104430,SA,356,856.2507927,13
40204104431,SA,395,886.1178714,19
40204104432,SA,324,929.1842317,31
40204104433,SA,293,886.3589678,19
40204104434,SA,388,828.0157156,9
40204104435,SA,248,911.3235273,26
40204104436,SA,1279,957.858928,42
40204104437,SA,342,892.4948101,21
40204104438,SA,387,863.0026015,14
40204104601,SA,480,778.0178374,5
40204104602,SA,665,801.1545204,7
40204104604,SA,603,868.6072262,16
40204104605,SA,616,835.2319271,10
40204104606,SA,502,818.962359,8
40204104607,SA,544,832.425934,10
40204104608,SA,308,825.0011434,9
40204104609,SA,661,748.6871896,3
40204104611,SA,877,901.3702947,23
40204104612,SA,449,850.9433133,12
40204104613,SA,447,825.0457559,9
40204104614,SA,489,829.113995,9
40204104615,SA,514,829.0641404,9
40204104616,SA,249,804.3032383,7
40204104617,SA,708,799.9750749,6
40204104618,SA,621,804.1858038,7
40204104619,SA,688,826.8068179,9
40204104620,SA,423,819.9307697,8
40204104621,SA,425,848.997929,12
40204104622,SA,611,849.4494133,12
40204104625,SA,330,865.7743701,15
40204104626,SA,538,801.7626731,7
40204104627,SA,648,858.471242,13
40204104628,SA,684,821.578134,8
40204104629,SA,387,837.5216459,10
40204104632,SA,588,836.2219705,10
40204104633,SA,364,865.2109439,15
40204104635,SA,317,854.2667644,13
40204104637,SA,356,856.1959035,13
40204104638,SA,356,787.765037,6
40204104639,SA,228,882.2575866,19
40204104640,SA,280,783.6885459,5
40204104641,SA,735,786.6517933,6
40204104642,SA,385,872.3640284,16
40204104643,SA,345,819.3247554,8
40204104644,SA,383,820.8153262,8
40204104645,SA,364,759.7034157,4
40204104646,SA,417,826.6182183,9
40204104701,SA,289,860.0120213,14
40204104702,SA,226,845.6279439,11
40204104703,SA,354,971.4475293,48
40204104704,SA,459,927.5488059,31
40204104705,SA,628,1072.802541,89
40204104706,SA,441,1058.041375,84
40204104707,SA,525,976.8241387,51
40204104708,SA,507,957.0957443,41
40204104709,SA,360,1012.264439,67
40204104710,SA,305,1019.288194,70
40204104711,SA,473,902.183862,24
40204104712,SA,451,878.3664121,18
40204104713,SA,486,967.69619,46
40204104714,SA,500,964.5889364,45
40204104715,SA,256,1006.328536,64
40204104717,SA,368,885.1116,19
40204104718,SA,502,884.1092512,19
40204104719,SA,375,873.6418188,17
40204104720,SA,437,837.125538,10
40204104721,SA,389,902.3027692,24
40204104722,SA,562,868.7811626,16
40204104723,SA,445,928.8481749,31
40204104724,SA,616,877.3064031,18
40204104725,SA,325,859.3607596,14
40204104726,SA,306,841.9593811,11
40204104727,SA,300,934.2855506,33
40204104728,SA,541,859.5812747,14
40204104729,SA,402,904.822387,24
40204104730,SA,391,819.8389931,8
40204104731,SA,314,876.1995668,17
40204104732,SA,654,861.0140659,14
40204104733,SA,612,837.3736137,10
40204104734,SA,344,922.2809733,29
40204104735,SA,309,940.4849249,35
40204104736,SA,358,888.4241683,20
40204104737,SA,582,937.771035,34
40204104738,SA,499,905.5512322,24
40204104739,SA,613,919.3532362,28
40204104740,SA,304,788.5487032,6
40204104741,SA,496,885.8407082,19
40204104742,SA,281,934.4941689,33
40204104743,SA,417,886.4980356,20
40204104744,SA,460,1069.705282,88
40204104801,SA,466,787.4781752,6
40204104803,SA,374,744.5807532,3
40204104805,SA,316,754.0494467,4
40204104806,SA,597,761.1992975,4
40204104807,SA,659,750.8842659,3
40204104808,SA,447,834.0876147,10
40204104809,SA,801,834.8190818,10
40204104811,SA,632,900.7188604,23
40204104812,SA,545,840.2867255,10
40204104813,SA,506,847.6233068,12
40204104814,SA,426,858.7582824,13
40204104815,SA,509,821.2866024,8
40204104816,SA,322,790.8745838,6
40204104817,SA,350,779.6340116,5
40204104820,SA,552,808.1095189,7
40204104821,SA,699,900.0958747,23
40204104822,SA,413,821.0793616,8
40204104823,SA,578,881.3874822,18
40204104824,SA,511,837.191299,10
40204104825,SA,445,779.2783233,5
40204104826,SA,500,777.819359,5
40204104827,SA,231,823.1387351,8
40204104829,SA,289,832.1361913,9
40204104830,SA,224,862.6388668,14
40204104832,SA,442,864.9910647,15
40204104833,SA,286,840.6889697,11
40204104834,SA,302,832.4674423,10
40204104836,SA,380,1010.665933,66
40204104837,SA,308,782.8806863,5
40204104838,SA,360,806.8108515,7
40204104839,SA,390,889.5099184,21
40204104840,SA,435,730.8839525,2
40204104841,SA,282,873.4339373,17
40204104842,SA,686,924.3675128,30
40204104843,SA,483,889.7218394,21
40204104844,SA,114,899.5711828,23
40204104845,SA,405,824.4070374,9
40204104846,SA,364,760.5831003,4
40204104847,SA,465,791.3868498,6
40204104848,SA,507,940.4393542,35
40204104849,SA,526,905.6538344,25
40204117101,SA,485,974.3735234,50
40204117102,SA,790,1000.042026,61
40204117103,SA,893,1031.1949,75
40204117104,SA,426,1028.293482,74
40204117105,SA,927,1010.582181,66
40204117106,SA,556,1059.647138,85
40204117107,SA,325,1033.694212,76
40204117108,SA,360,940.7832755,35
40204117109,SA,372,984.9322359,54
40204117110,SA,496,1015.275615,68
40204117111,SA,468,1041.294718,79
40204117112,SA,656,1024.970531,72
40204117113,SA,777,1038.988355,78
40204117115,SA,435,1026.423813,73
40204117116,SA,600,1002.5052,62
40204117117,SA,1055,1060.457417,85
40204117118,SA,593,1062.409567,86
40204117119,SA,612,1055.054107,83
40204117120,SA,399,1005.486397,63
40204117121,SA,547,1042.052933,79
40204117123,SA,444,1030.51858,74
40204117124,SA,539,1054.808991,83
40204117125,SA,819,1009.093652,65
40204117126,SA,269,1038.275799,78
40204117201,SA,485,901.9063694,23
40204117202,SA,532,905.128646,24
40204117203,SA,552,927.5540338,31
40204117204,SA,303,939.6732409,35
40204117206,SA,318,943.6013929,36
40204117207,SA,500,1036.693232,77
40204117208,SA,634,894.3344968,22
40204117209,SA,427,897.9212575,22
40204117210,SA,383,896.9502189,22
40204117211,SA,383,852.1571508,12
40204117212,SA,484,870.252736,16
40204117213,SA,385,917.8511518,28
40204117214,SA,340,910.6236568,26
40204117215,SA,775,877.4309683,18
40204117216,SA,436,909.7582045,26
40204117217,SA,401,912.9568071,27
40204117218,SA,373,835.6109151,10
40204117219,SA,361,888.4576444,20
40205104901,SA,254,1033.547047,76
40205104902,SA,204,1021.115039,70
40205104903,SA,308,950.1499478,38
40205104904,SA,508,994.8277114,59
40205104905,SA,440,991.3432456,57
40205104906,SA,307,1016.504333,69
40205104907,SA,381,968.5517456,47
40205104908,SA,317,983.5214074,54
40205104909,SA,334,1049.207285,81
40205104910,SA,313,1085.368025,92
40205104911,SA,341,1088.7067,93
40205104912,SA,356,1081.124906,91
40205104913,SA,283,1087.110557,92
40205104915,SA,404,989.7396487,56
40205104916,SA,538,1062.175475,86
40205104917,SA,489,995.6016069,59
40205104918,SA,379,1078.026839,90
40205104919,SA,315,970.1508,47
40205104920,SA,370,951.15457,39
40205104921,SA,440,967.1375928,46
40205104922,SA,543,1009.266535,65
40205104924,SA,293,938.2371064,35
40205104925,SA,329,967.3786473,46
40205104926,SA,821,1068.277276,88
40205104927,SA,252,1057.842025,84
40205104928,SA,741,1003.722597,63
40205104929,SA,38,958.8793689,42
40205105001,SA,266,988.1710095,56
40205105002,SA,473,1001.170605,62
40205105003,SA,311,949.0459232,38
40205105004,SA,418,966.1971304,45
40205105005,SA,393,977.4663232,51
40205105006,SA,322,1025.536267,73
40205105007,SA,309,972.0174423,48
40205105008,SA,587,985.1124578,55
40205105009,SA,530,1032.086711,75
40205105010,SA,379,1014.266988,68
40205105011,SA,437,1027.995331,73
40205105012,SA,482,993.8064486,58
40205105013,SA,323,1071.235867,89
40205105014,SA,339,1013.474407,67
40205105015,SA,463,1009.12318,65
40205105016,SA,576,1012.361813,67
40205105017,SA,445,1014.682273,68
40205105018,SA,352,964.9643794,45
40205105019,SA,371,1014.223238,68
40205105020,SA,435,1012.362894,67
40205105021,SA,300,1001.220994,62
40205105022,SA,242,987.1907524,55
40205105023,SA,263,1055.457873,83
40205105101,SA,371,1061.976437,86
40205105102,SA,197,1150.183485,100
40205105103,SA,286,1103.972962,96
40205105104,SA,644,1018.404966,69
40205105105,SA,420,1003.371278,63
40205105106,SA,537,1012.512362,67
40205105107,SA,30,1164.618512,100
40205105108,SA,498,1108.351615,96
40205105109,SA,399,1096.576806,94
40205105110,SA,308,1060.196282,85
40205105111,SA,467,997.0038784,60
40205105112,SA,344,996.8057787,60
40205105113,SA,281,1049.623885,81
40205105114,SA,228,1088.954816,93
40205105115,SA,452,1037.984947,77
40205105116,SA,422,994.3137225,58
40205105117,SA,345,1020.630921,70
40205105118,SA,440,1054.253835,83
40205105119,SA,330,1021.815524,71
40205105120,SA,381,1024.203062,72
40205105121,SA,494,1076.473325,90
40205105122,SA,344,1060.176778,85
40205105123,SA,379,1010.119669,65
40205105124,SA,231,1028.613018,74
40205105125,SA,429,1035.336239,76
40205105126,SA,460,1019.235007,70
40205105127,SA,468,1048.88828,81
40205105128,SA,368,1020.915481,70
40205105129,SA,486,1050.452127,82
40205105201,SA,461,951.2603083,39
40205105202,SA,437,974.4040432,50
40205105203,SA,555,882.8653563,19
40205105204,SA,351,1028.12354,73
40205105205,SA,586,978.6997969,52
40205105206,SA,439,961.8015259,43
40205105207,SA,326,956.796813,41
40205105208,SA,787,964.7894626,45
40205105209,SA,608,1030.541531,74
40205105210,SA,470,930.9066647,32
40205105212,SA,697,926.0543213,30
40205105213,SA,596,926.4879138,31
40205105214,SA,517,944.7283505,37
40205105215,SA,734,953.7204327,40
40205105216,SA,634,1012.899974,67
40205105217,SA,534,941.2725792,35
40205105218,SA,568,962.5652442,44
40205105219,SA,455,945.7008009,37
40205105220,SA,553,973.0121765,49
40205105221,SA,354,964.3486157,45
40205105223,SA,411,920.6120468,29
40205105225,SA,673,960.5366996,43
40205105226,SA,460,998.4246456,60
40205105227,SA,530,950.1223888,38
40205105228,SA,355,966.9169211,46
40205105229,SA,336,924.8605235,30
40205105231,SA,509,952.9030568,40
40205105232,SA,407,977.3158447,51
40205105233,SA,461,973.342023,49
40205105234,SA,372,962.2861293,44
40205105235,SA,433,910.8488246,26
40205105236,SA,555,974.6236325,50
40205105237,SA,590,966.7805668,46
40205105238,SA,326,976.3348594,51
40205105301,SA,494,970.5880086,48
40205105302,SA,304,1056.874749,84
40205105303,SA,356,994.2750207,58
40205105304,SA,578,990.5608922,57
40205105305,SA,309,1024.995029,72
40205105306,SA,408,1051.340277,82
40205105307,SA,498,944.3222186,37
40205105308,SA,331,961.4292279,43
40205105309,SA,412,995.049228,59
40205105310,SA,427,967.0360456,46
40205105311,SA,392,1011.111715,66
40205105312,SA,479,1003.841872,63
40205105313,SA,327,1002.882173,62
40205105314,SA,448,986.3091011,55
40205105315,SA,341,1022.211894,71
40205105316,SA,229,1034.921695,76
40205105317,SA,643,994.8920988,59
40205105318,SA,541,991.4705503,57
