2021 Statistical Area Level 1 (SA1),State,Usual Resident Population,Score,Percentile within State
11902136206,NSW,450,928.4143967,23
11902136207,NSW,550,1006.506284,47
11902136208,NSW,374,940.954117,26
11902136209,NSW,493,976.846974,37
11902136210,NSW,393,1020.339572,51
11902136212,NSW,594,982.2818296,39
11902136213,NSW,506,1040.26101,58
11902136214,NSW,427,991.3755023,42
11902136215,NSW,423,937.8229755,25
11902136216,NSW,482,1014.899796,50
11902136217,NSW,492,1000.932694,45
11902136218,NSW,422,1037.974492,57
11902136219,NSW,609,1011.878188,49
11902136220,NSW,432,1020.273025,51
11902136221,NSW,499,1024.669932,53
11902136222,NSW,378,960.721449,32
11902136223,NSW,547,893.6222009,14
11902136224,NSW,477,946.8778857,28
11902136225,NSW,566,1000.751686,45
11902136226,NSW,514,1019.204622,51
11902136227,NSW,628,1029.966527,55
11902136228,NSW,602,990.3594862,42
11902136229,NSW,475,925.9491542,22
11902136230,NSW,574,953.7790298,30
11902136231,NSW,461,929.4177358,23
11902136233,NSW,408,974.9865865,37
11902136234,NSW,364,949.0323509,28
11902136235,NSW,727,959.703752,32
11902136236,NSW,295,989.7717705,41
11902136237,NSW,248,922.3772816,21
11902136238,NSW,504,901.6020756,16
11902136239,NSW,501,965.292952,33
11902136240,NSW,461,1049.099227,61
11902136241,NSW,249,960.2979607,32
11902136242,NSW,243,922.4539455,21
11902136243,NSW,436,985.488621,40
11902136244,NSW,231,959.1252217,31
11902136245,NSW,250,899.6718271,16
11902136246,NSW,332,935.4796222,25
11902136247,NSW,337,922.6097958,21
11902136248,NSW,336,955.5888617,30
11902136249,NSW,189,990.5618993,42
11902136601,NSW,392,948.1538297,28
11902136602,NSW,571,873.3888413,11
11902136603,NSW,464,764.0545822,2
11902136604,NSW,504,869.2454744,10
11902136605,NSW,405,950.1741717,29
11902136606,NSW,737,919.3233531,20
11902136607,NSW,480,923.628794,21
11902136608,NSW,346,924.2895775,22
11902136609,NSW,661,874.5264606,11
11902136610,NSW,451,900.6135819,16
11902136611,NSW,404,809.4226782,4
11902136612,NSW,837,900.4225318,16
11902136613,NSW,390,820.2710615,5
11902136614,NSW,324,846.6261616,7
11902136615,NSW,441,912.5774575,19
11902136616,NSW,445,874.2586612,11
11902136617,NSW,339,904.8918305,17
11902136618,NSW,556,894.5698951,15
11902136619,NSW,273,800.0857998,3
11902136620,NSW,405,917.3162758,20
11902136621,NSW,691,910.8205092,18
11902136622,NSW,361,898.9793995,16
11902136623,NSW,512,880.8075718,12
11902136624,NSW,595,906.7170052,17
11902136625,NSW,344,904.1752445,17
11902136626,NSW,545,916.8396226,20
11902136627,NSW,451,929.0734902,23
11902136628,NSW,402,922.3188533,21
11902136629,NSW,583,949.8401386,29
11902136630,NSW,396,940.2447223,26
11902136631,NSW,413,889.5472726,14
11902136632,NSW,529,954.6371918,30
11902136633,NSW,295,937.9557242,25
11902136634,NSW,464,942.0253701,26
11902136635,NSW,464,903.0193425,16
11902136636,NSW,554,963.2082797,33
11902136637,NSW,722,909.105114,18
11902136638,NSW,540,919.8064973,20
11902136639,NSW,460,1027.760531,54
11902136640,NSW,395,926.9955215,22
11902136642,NSW,582,946.5438073,28
11902136643,NSW,407,904.4568907,17
11902136645,NSW,525,1000.621647,45
11902136646,NSW,342,906.6432732,17
11902136647,NSW,275,865.8549947,9
11902136648,NSW,278,957.6521932,31
11902136701,NSW,419,1023.059423,52
11902136702,NSW,566,971.942068,36
11902136703,NSW,343,1022.244906,52
11902136704,NSW,481,1047.921762,61
11902136705,NSW,180,1030.974394,55
11902136706,NSW,467,968.1111547,34
11902136707,NSW,527,993.1661399,43
11902136708,NSW,518,1010.394252,48
11902136709,NSW,399,994.6875561,43
11902136710,NSW,377,970.0842661,35
11902136711,NSW,530,1056.279692,63
11902136712,NSW,525,1018.694221,51
11902136713,NSW,666,1008.871269,48
11902136714,NSW,425,1051.33882,62
11902136715,NSW,447,1043.215712,59
11902136716,NSW,477,1008.016569,47
11902136717,NSW,514,972.3204452,36
11902136718,NSW,604,1057.013428,63
11902136719,NSW,484,997.1003036,44
11902136720,NSW,799,979.4537065,38
11902136721,NSW,494,909.0374586,18
11902136722,NSW,547,933.314826,24
11902136723,NSW,617,954.9957537,30
11902136724,NSW,839,968.405912,34
11902136725,NSW,602,1041.2897,58
11902136726,NSW,595,1013.624632,49
11902136727,NSW,590,1014.640554,49
11902136728,NSW,536,965.8836804,34
11902157301,NSW,525,850.892922,7
11902157302,NSW,595,890.2874061,14
11902157303,NSW,561,934.306965,24
11902157304,NSW,463,830.7656337,5
11902157305,NSW,646,900.9705402,16
11902157306,NSW,535,830.2521159,5
11902157307,NSW,446,846.2295827,7
11902157308,NSW,848,866.4240006,9
11902157309,NSW,846,846.6015307,7
11902157310,NSW,601,977.8906178,37
11902157311,NSW,659,933.7478226,24
11902157312,NSW,527,887.1038409,13
11902157313,NSW,564,818.0600972,4
11902157314,NSW,534,849.5048889,7
11902157315,NSW,531,882.1700902,12
11902157316,NSW,647,926.0045463,22
11902157317,NSW,389,882.4928089,12
11902157318,NSW,651,830.5867523,5
11902157319,NSW,611,853.5866315,8
11902157320,NSW,519,841.6700297,6
11902157321,NSW,513,849.1598076,7
11902157322,NSW,563,963.9192566,33
11902157323,NSW,877,933.6113951,24
11902157324,NSW,433,878.4292869,11
11902157325,NSW,509,829.2857609,5
11902157326,NSW,340,861.7937923,9
11902157327,NSW,405,840.8302424,6
11902157328,NSW,381,914.4573136,19
11902157329,NSW,433,830.4228714,5
11902157330,NSW,438,881.7224835,12
11902157331,NSW,494,862.913595,9
11902157401,NSW,362,927.1305085,22
11902157402,NSW,642,902.9569693,16
11902157403,NSW,565,933.8690599,24
11902157404,NSW,632,889.186118,14
11902157405,NSW,420,863.4910209,9
11902157406,NSW,533,908.7003608,18
11902157407,NSW,570,917.5397761,20
11902157408,NSW,417,888.5444386,13
11902157409,NSW,393,854.4071726,8
11902157410,NSW,489,924.1589753,21
11902157411,NSW,444,999.8548245,45
11902157412,NSW,394,887.5424839,13
11902157413,NSW,712,891.1394836,14
11902157414,NSW,621,834.0105679,6
11902157415,NSW,362,914.23279,19
11902157416,NSW,363,866.8883368,9
11902157417,NSW,661,860.0921933,9
11902157418,NSW,279,857.0434135,8
11902157419,NSW,496,907.7403436,17
11902157420,NSW,288,889.9955606,14
11902157421,NSW,488,927.25097,22
11902165901,NSW,369,964.9642717,33
11902165902,NSW,326,916.9023035,20
11902165903,NSW,512,942.6044234,27
11902165904,NSW,415,912.0972135,18
11902165905,NSW,478,965.1551911,33
11902165906,NSW,461,1001.83003,46
11902165907,NSW,462,932.47610769999994,24
11902165908,NSW,306,897.4349242,15
11902165909,NSW,437,994.0346092,43
11902165910,NSW,471,940.988412,26
11902165911,NSW,285,958.9720528,31
11902165912,NSW,370,936.6396699,25
11902165913,NSW,620,995.5640431,43
11902165914,NSW,235,1009.172141,48
11902165915,NSW,629,974.6745132,36
11902165916,NSW,201,935.5970819,25
11902165917,NSW,310,938.9651021,26
11902165918,NSW,530,991.2356127,42
11902165919,NSW,202,1000.00716,45
11902165920,NSW,525,914.2827561,19
11902165921,NSW,339,959.042988,31
11902165922,NSW,450,1023.732809,52
11902165923,NSW,493,912.3838818,19
11902165924,NSW,590,949.9687935,29
11902165925,NSW,368,900.0771911,16
11902165926,NSW,421,985.5153137,40
11902165927,NSW,286,952.3343392,30
11902165928,NSW,507,905.0207586,17
11902165929,NSW,293,890.5350801,14
11902166001,NSW,435,911.661855,18
11902166002,NSW,378,958.1374097,31
11902166003,NSW,521,924.825687,22
11902166004,NSW,470,898.8718875,16
11902166005,NSW,348,937.1700912,25
11902166006,NSW,344,929.8112007,23
11902166007,NSW,465,884.857061,13
11902166008,NSW,478,927.4493317,22
11902166009,NSW,325,960.9887469,32
11902166010,NSW,428,891.6890113,14
11902166011,NSW,383,918.8223132,20
11902166012,NSW,249,963.4703358,33
11902166013,NSW,597,908.2658851,18
11902166014,NSW,694,938.2423776,25
11902166015,NSW,499,921.3252132,21
11902166016,NSW,338,908.7184375,18
11902166017,NSW,542,917.5036888,20
11902166018,NSW,397,939.9268836,26
11902166019,NSW,556,923.0544998,21
11902166020,NSW,384,900.133754,16
11902166021,NSW,231,892.2212888,14
11902166101,NSW,334,985.966317,40
11902166102,NSW,485,1000.604016,45
11902166103,NSW,205,977.6807371,37
11902166104,NSW,638,1059.008416,64
11902166105,NSW,375,1034.956053,56
11902166106,NSW,519,1076.767747,70
11902166107,NSW,197,989.4383491,41
11902166108,NSW,409,1039.524699,58
11902166109,NSW,527,904.1012053,17
11902166110,NSW,578,964.4950558,33
11902166111,NSW,389,1027.555904,54
11902166112,NSW,235,1025.551903,53
11902166113,NSW,640,1007.351515,47
11902166114,NSW,419,1001.622894,45
11902166115,NSW,1011,1051.193336,62
11902166116,NSW,524,971.8914421,36
11902166117,NSW,254,1043.406012,59
11902166118,NSW,355,1005.689184,47
11902166119,NSW,410,1045.182396,60
11902166120,NSW,431,1022.709573,52
11902166121,NSW,360,1042.414292,59
11902166122,NSW,414,1021.60014,52
11902166123,NSW,402,966.4974749,34
11902166124,NSW,560,1061.06103,65
11902166125,NSW,571,1039.161926,58
11902166126,NSW,460,1027.019094,54
11902166127,NSW,515,1056.290931,63
11902166201,NSW,316,1073.366606,68
11902166202,NSW,255,1036.819758,57
11902166203,NSW,439,1092.108543,74
11902166204,NSW,524,1094.938209,75
11902166205,NSW,326,1086.572019,72
11902166206,NSW,262,1059.114281,64
11902166207,NSW,299,1098.743311,76
11902166208,NSW,338,981.7345317,39
11902166209,NSW,624,1065.353989,66
11902166210,NSW,456,1114.502897,80
11902166211,NSW,462,1064.280413,65
11902166212,NSW,262,1075.563252,69
11902166213,NSW,463,1096.185695,75
11902166214,NSW,487,1070.003694,67
11902166215,NSW,288,1099.570038,76
11902166216,NSW,322,1083.318645,71
11902166217,NSW,339,1070.919221,68
11902166218,NSW,489,1066.302794,66
11902166219,NSW,589,1088.562452,73
11902166220,NSW,328,1059.873442,64
11902166221,NSW,529,1084.152152,72
11902166222,NSW,446,1066.69849,66
11902166223,NSW,511,1051.810625,62
11902166224,NSW,211,1011.725934,49
11902166225,NSW,637,1077.474486,70
11902166226,NSW,437,1071.463491,68
11902166227,NSW,513,1065.801467,66
11902166228,NSW,398,1048.672166,61
11902166229,NSW,243,1090.54396,74
11902166230,NSW,298,1114.051139,80
11902166231,NSW,438,1098.589225,76
11902166232,NSW,337,1057.67883,63
11902166233,NSW,310,1104.426984,77
11902166234,NSW,510,1057.719191,63
11902166235,NSW,480,1110.714506,79
11902166236,NSW,669,1035.426765,56
11902166237,NSW,209,1090.196603,74
11902166238,NSW,219,1079.009482,70
11902166239,NSW,585,1042.727782,59
11902166240,NSW,303,1118.758676,81
11902166241,NSW,298,1030.572131,55
11902166242,NSW,503,1041.04876,58
11902166243,NSW,425,1049.169432,61
11902166244,NSW,612,1084.1821,72
11902166301,NSW,560,1054.473301,63
11902166303,NSW,596,1012.60135,49
11902166304,NSW,626,1055.04921,63
11902166305,NSW,568,1034.680376,56
11902166306,NSW,435,1033.754837,56
11902166307,NSW,661,983.4155291,39
11902166308,NSW,262,1012.654269,49
11902166309,NSW,595,1039.092172,58
11902166310,NSW,495,1075.633204,69
11902166311,NSW,274,1024.586422,53
11902166312,NSW,325,978.9081828,38
11902166313,NSW,462,976.08594,37
11902166314,NSW,412,1040.955462,58
11903137001,NSW,304,1063.813975,65
11903137002,NSW,466,1058.925957,64
11903137003,NSW,377,1019.920562,51
11903137004,NSW,406,923.2052291,21
11903137005,NSW,403,1032.378198,55
11903137006,NSW,429,950.3068421,29
11903137007,NSW,585,998.3270055,44
11903137008,NSW,391,985.2012366,40
11903137009,NSW,384,1007.227259,47
11903137010,NSW,509,1050.757396,61
11903137011,NSW,696,1032.400145,55
11903137012,NSW,373,990.1481796,42
11903137013,NSW,238,1014.667332,49
11903137014,NSW,483,922.4900135,21
11903137015,NSW,443,830.6098352,5
11903137016,NSW,466,869.5732662,10
11903137017,NSW,431,963.7399958,33
11903137018,NSW,584,1006.906522,47
11903137019,NSW,788,1053.589224,62
11903137020,NSW,429,965.8047996,34
11903137021,NSW,369,1041.351485,58
11903137022,NSW,371,1059.070384,64
11903137023,NSW,400,1059.147502,64
11903137024,NSW,617,1058.142492,64
11903137025,NSW,575,1060.07988,64
11903137026,NSW,643,1000.543858,45
11903137027,NSW,355,1041.129554,58
11903137028,NSW,458,1070.84756,68
11903137029,NSW,416,1087.777729,73
11903137030,NSW,399,957.2361785,31
11903137101,NSW,254,1121.391933,82
11903137102,NSW,343,1154.25972,91
11903137103,NSW,258,1152.240386,90
11903137104,NSW,443,1120.841953,82
11903137105,NSW,386,1184.697043,98
11903137106,NSW,278,1030.512432,55
11903137107,NSW,581,1098.885237,76
11903137108,NSW,696,1142.215237,88
11903137109,NSW,551,1096.966352,75
11903137110,NSW,546,1126.703413,84
11903137111,NSW,461,1054.548719,63
11903137112,NSW,456,1158.037449,92
11903137113,NSW,377,1165.136824,93
11903137114,NSW,475,1089.583852,73
11903137115,NSW,480,1106.78522,78
11903137116,NSW,348,1109.343004,79
11903137117,NSW,230,1117.621595,81
11903137118,NSW,450,1107.450894,78
11903137119,NSW,361,1111.89486,80
11903137120,NSW,527,1111.874674,80
11903137121,NSW,414,1068.438045,67
11903137122,NSW,412,1110.479588,79
11903137123,NSW,276,1062.317503,65
11903137124,NSW,219,1116.21341,81
11903137125,NSW,320,1184.506437,98
11903137126,NSW,500,1021.540509,52
11903137127,NSW,455,1106.434581,78
11903137128,NSW,446,1140.832615,87
11903137129,NSW,407,1078.624797,70
11903137130,NSW,384,1089.561824,73
11903137131,NSW,262,1083.48045,72
11903137201,NSW,609,1112.61103,80
11903137202,NSW,522,1135.94494,86
11903137203,NSW,453,1094.183756,75
11903137205,NSW,307,1149.354822,90
11903137206,NSW,581,1119.598225,82
11903137207,NSW,464,1121.40553,82
11903137208,NSW,471,1138.879839,87
11903137210,NSW,544,1023.423344,52
11903137211,NSW,422,1053.676935,62
11903137212,NSW,405,1055.978736,63
11903137213,NSW,635,1045.35496,60
11903137214,NSW,511,1075.344291,69
11903137215,NSW,339,1082.665485,71
11903137217,NSW,371,910.6039619,18
11903137219,NSW,690,1065.660467,66
11903137220,NSW,451,1086.53142,72
11903137221,NSW,563,1007.692653,47
11903137222,NSW,317,1037.360401,57
11903137223,NSW,544,1051.611989,62
11903137224,NSW,421,1083.579801,72
11903137225,NSW,281,1071.128623,68
11903137226,NSW,293,1101.70328,77
11903137227,NSW,363,950.2423889,29
11903137228,NSW,308,1024.598293,53
11903137229,NSW,394,1127.130996,84
11903137230,NSW,578,1108.427609,79
11903137231,NSW,534,1119.068284,81
11903137232,NSW,677,1061.498617,65
11903137233,NSW,322,1070.014403,67
11903137234,NSW,390,1088.10754,73
11903137235,NSW,406,969.8580452,35
11903137236,NSW,346,1088.290733,73
11903137237,NSW,448,1115.733831,81
11903137238,NSW,626,1067.997234,67
11903137239,NSW,352,1025.895777,53
11903137240,NSW,310,1050.918387,61
11903137241,NSW,505,1021.082318,52
11903137242,NSW,288,1092.863584,74
11903137243,NSW,266,1075.407393,69
11903137244,NSW,318,1119.493733,82
11903137245,NSW,333,1078.776455,70
11903137246,NSW,347,1066.709258,66
11903137247,NSW,404,1029.425017,54
11903137248,NSW,558,1010.990523,48
11903137249,NSW,395,937.0785328,25
11903137250,NSW,330,1036.915005,57
11903137251,NSW,220,870.680233,10
11903137301,NSW,295,909.725979,18
11903137302,NSW,675,916.9693844,20
11903137303,NSW,543,988.5407098,41
11903137304,NSW,663,1012.020786,49
11903137305,NSW,352,1048.399929,61
11903137306,NSW,378,1047.362928,60
11903137308,NSW,268,796.9510068,3
11903137309,NSW,415,622.8538384,1
11903137312,NSW,376,664.8683965,1
11903137313,NSW,471,658.768666,1
11903137314,NSW,239,727.1198993,1
11903137317,NSW,459,961.2784656,32
11903137318,NSW,610,985.8186808,40
11903137320,NSW,322,920.6216386,21
11903137321,NSW,430,934.4033597,24
11903137322,NSW,449,979.7838527,38
11903137323,NSW,583,975.7680149,37
11903137324,NSW,488,855.0555917,8
11903137325,NSW,629,965.8596934,34
11903137326,NSW,390,987.1316839,41
11903137327,NSW,422,1031.478484,55
11903137328,NSW,358,1011.391925,48
11903137329,NSW,187,746.0376366,2
11903137330,NSW,197,648.5838117,1
11903137331,NSW,158,946.2434138,28
11903137332,NSW,378,989.2069176,41
11903137333,NSW,421,964.4683304,33
11903137334,NSW,450,1064.718189,66
11903137401,NSW,459,979.5013516,38
11903137402,NSW,635,993.641402,43
11903137403,NSW,389,951.2045081,29
11903137404,NSW,272,960.4262478,32
11903137405,NSW,301,1007.298214,47
11903137407,NSW,405,1036.100776,57
11903137408,NSW,460,1000.110024,45
11903137409,NSW,406,999.1207293,45
11903137410,NSW,363,990.4657346,42
11903137411,NSW,312,950.6309932,29
11903137412,NSW,237,1026.118271,53
11903137413,NSW,528,1059.318186,64
11903137414,NSW,446,1018.508258,51
11903137415,NSW,327,1032.019963,55
11903137416,NSW,597,1036.172077,57
11903137417,NSW,578,1032.098477,55
11903137418,NSW,576,1019.493916,51
11903137419,NSW,361,1096.172024,75
11903137421,NSW,566,1032.602278,55
11903137422,NSW,475,988.3681228,41
11903137423,NSW,335,1000.663169,45
11903137424,NSW,328,1056.784707,63
11903137425,NSW,455,1007.587161,47
11903137426,NSW,348,998.9927878,44
11903137427,NSW,592,992.6931847,42
11903137428,NSW,350,961.5452905,32
11903137429,NSW,677,981.9670792,39
11903137430,NSW,534,1115.119919,80
11903137431,NSW,274,1168.694153,94
11903137432,NSW,282,1149.373877,90
11903137433,NSW,499,1115.107717,80
11903137434,NSW,444,1074.983933,69
11903137435,NSW,297,1055.236795,63
11903137436,NSW,455,1108.846115,79
11903137437,NSW,570,1141.118417,87
11903137438,NSW,349,1135.573213,86
11903137439,NSW,489,1148.754877,90
11903137440,NSW,210,1162.989606,93
11903137441,NSW,434,1103.143611,77
11903137442,NSW,539,1151.113986,90
11903137443,NSW,380,1175.21661,96
11903137444,NSW,331,1057.24271,63
11903137445,NSW,458,1092.437221,74
11903137446,NSW,522,1103.781803,77
11903137447,NSW,479,1059.75904,64
11903137448,NSW,388,1111.183619,79
11903137449,NSW,407,1026.104985,53
11903137450,NSW,284,980.3954855,38
11903137451,NSW,191,981.443987,39
11903137452,NSW,474,1154.484539,91
11903137454,NSW,389,1080.857677,71
11903137455,NSW,282,1140.890382,87
11903137456,NSW,341,1128.10922,84
11903137457,NSW,424,1145.339793,89
11903137458,NSW,493,1164.222114,93
11903137459,NSW,591,995.4643587,43
11903137460,NSW,349,1036.359107,57
11903137461,NSW,831,1079.497259,70
11903137462,NSW,463,1014.690552,49
11903166401,NSW,394,960.8534547,32
11903166402,NSW,551,989.0213299,41
11903166403,NSW,556,994.3093771,43
11903166404,NSW,963,1048.712734,61
11903166405,NSW,180,1026.286044,53
11903166406,NSW,541,1070.249004,67
11903166407,NSW,352,956.59728930000006,31
11903166408,NSW,565,1039.818823,58
11903166409,NSW,507,977.3368602,37
11903166410,NSW,616,1046.612966,60
11903166411,NSW,526,975.2049635,37
11903166412,NSW,475,1066.429564,66
11903166413,NSW,696,1030.045645,55
11903166414,NSW,258,921.4994295,21
11903166415,NSW,408,938.141954,25
11903166416,NSW,526,935.9673858,25
11903166417,NSW,659,991.2146958,42
11903166418,NSW,502,999.099532,45
11903166419,NSW,392,1012.744865,49
11903166420,NSW,556,1018.512408,51
11903166421,NSW,609,980.0220211,38
11903166422,NSW,802,940.9078285,26
11903166423,NSW,425,1036.346443,57
11903166501,NSW,377,988.4054987,41
11903166502,NSW,387,1008.139354,47
11903166503,NSW,364,1032.806627,56
11903166504,NSW,445,1015.038751,50
11903166505,NSW,386,1048.885858,61
11903166506,NSW,432,1080.422177,71
11903166507,NSW,478,982.5194644,39
11903166508,NSW,428,1052.998166,62
11903166509,NSW,575,1045.826587,60
11903166510,NSW,266,1060.929307,65
11903166511,NSW,489,1005.770049,47
11903166512,NSW,604,1035.956327,57
11903166513,NSW,452,1059.542092,64
11903166514,NSW,515,1036.95396,57
11903166515,NSW,431,1064.353122,66
11903166516,NSW,527,1065.785969,66
11903166517,NSW,455,1052.148807,62
11903166518,NSW,430,968.5389811,35
11903166519,NSW,457,1049.196514,61
11903166520,NSW,412,966.1071056,34
11903166521,NSW,367,937.8161406,25
11903166522,NSW,418,984.1504561,40
11903166523,NSW,527,1050.99948,61
11903166524,NSW,367,1026.696977,53
11903166525,NSW,529,1057.198958,63
11903166526,NSW,695,1013.279568,49
11903166527,NSW,293,1035.011991,56
11903166601,NSW,580,1136.821655,86
11903166603,NSW,617,1150.587847,90
11903166604,NSW,453,1082.204916,71
11903166605,NSW,462,1051.551595,62
11903166606,NSW,628,1062.222067,65
11903166607,NSW,439,1138.842077,87
11903166608,NSW,366,1012.804803,49
11903166609,NSW,572,1057.71499,63
11903166610,NSW,240,1035.419993,56
11903166611,NSW,539,1148.060958,89
11903166612,NSW,324,1121.020603,82
11903166613,NSW,537,1024.212526,53
11903166614,NSW,343,1098.959969,76
11903166615,NSW,535,1092.424186,74
11903166616,NSW,585,1021.301126,52
11903166617,NSW,374,1154.255413,91
11903166618,NSW,503,1017.683313,50
11903166619,NSW,573,1046.600053,60
11903166620,NSW,426,1092.323562,74
11903166621,NSW,458,1088.551996,73
11903166622,NSW,635,1066.548844,66
11903166624,NSW,614,1125.31134,83
11903166625,NSW,559,986.5993308,40
11903166626,NSW,479,1057.363193,63
11903166627,NSW,528,1129.367374,84
11903166628,NSW,265,1084.833847,72
11903166629,NSW,613,1166.174996,94
11903166630,NSW,542,1034.481045,56
11903166631,NSW,453,1129.189663,84
11903166632,NSW,478,1105.752425,78
11903166701,NSW,896,990.6313117,42
11903166702,NSW,467,1061.216674,65
11903166703,NSW,452,980.7814883,38
11903166704,NSW,726,984.5417119,40
11903166705,NSW,461,1049.824378,61
11903166706,NSW,490,1045.47825,60
11903166707,NSW,502,1067.708033,67
11903166708,NSW,475,1075.047603,69
11903166709,NSW,733,971.1721846,35
11903166710,NSW,351,1025.509085,53
11903166711,NSW,636,1050.676171,61
11903166712,NSW,555,1013.907274,49
11903166713,NSW,648,964.7059868,33
11903166714,NSW,533,952.5164253,30
11903166715,NSW,516,1008.115339,47
11903166716,NSW,416,979.350806,38
11903166717,NSW,351,1065.975822,66
11903166718,NSW,338,1058.589094,64
11904137701,NSW,349,1023.073888,52
11904137702,NSW,268,1032.134966,55
11904137703,NSW,215,1046.209715,60
11904137704,NSW,396,991.3925592,42
11904137705,NSW,390,1059.502907,64
11904137706,NSW,255,1045.969282,60
11904137707,NSW,443,1059.893897,64
11904137708,NSW,374,1031.630753,55
11904137709,NSW,299,1081.847392,71
11904137710,NSW,325,1059.343952,64
11904137711,NSW,254,1082.923168,71
11904137712,NSW,316,1091.529525,74
11904137713,NSW,338,1039.525599,58
11904137714,NSW,430,1075.467025,69
11904137715,NSW,433,1078.629428,70
11904137716,NSW,335,977.0996525,37
11904137717,NSW,267,1021.938604,52
11904137718,NSW,408,1085.723216,72
11904137719,NSW,746,1039.0173,58
11904137720,NSW,293,1033.886178,56
11904137721,NSW,454,1051.613537,62
11904137722,NSW,568,1047.813772,60
11904137723,NSW,386,962.79833,33
11904137724,NSW,452,1070.440804,68
11904137725,NSW,411,1024.786303,53
11904137726,NSW,261,1055.183971,63
11904137727,NSW,649,1054.137741,62
11904137728,NSW,411,1091.191539,74
11904137729,NSW,620,1115.550287,80
11904137730,NSW,370,1102.903936,77
11904137731,NSW,212,1069.308464,67
11904137732,NSW,333,1101.845155,77
11904137733,NSW,363,1105.434446,78
11904137734,NSW,339,1033.567645,56
11904137801,NSW,294,1009.176811,48
11904137802,NSW,549,1002.705015,46
11904137803,NSW,377,984.9883014,40
11904137804,NSW,324,1036.190696,57
11904137805,NSW,525,1023.584543,52
11904137806,NSW,481,1010.637642,48
11904137807,NSW,346,1000.540369,45
11904137808,NSW,413,1067.581006,67
11904137810,NSW,370,1094.823085,75
11904137811,NSW,550,1064.11455,65
11904137813,NSW,522,1058.09688,64
11904137814,NSW,214,1025.151414,53
11904137815,NSW,1093,1080.592233,71
11904137816,NSW,405,1047.952509,61
11904137817,NSW,947,1078.056224,70
11904137818,NSW,258,994.1735583,43
11904137820,NSW,192,1048.735515,61
11904137821,NSW,383,1033.337903,56
11904137822,NSW,648,1054.707432,63
11904137823,NSW,589,974.6899257,36
11904137825,NSW,488,1055.192383,63
11904137826,NSW,664,1030.913636,55
11904137827,NSW,356,1033.690691,56
11904137828,NSW,511,1081.512592,71
11904137829,NSW,575,1099.997481,76
11904137830,NSW,402,1055.362438,63
11904137831,NSW,573,1043.800684,59
11904137901,NSW,300,1076.979081,70
11904137902,NSW,604,1069.147956,67
11904137903,NSW,553,987.8687003,41
11904137904,NSW,677,999.3956803,45
11904137905,NSW,354,1043.201744,59
11904137906,NSW,509,978.8683724,38
11904137907,NSW,620,1011.402226,48
11904137908,NSW,369,1057.5019,63
11904137909,NSW,283,1036.502566,57
11904137910,NSW,419,1067.214284,66
11904137911,NSW,327,1039.201031,58
11904137912,NSW,842,1012.845324,49
11904137913,NSW,410,1010.766332,48
11904137914,NSW,309,1002.531367,46
11904137915,NSW,525,1020.383412,51
11904137916,NSW,334,1080.265978,71
11904137917,NSW,582,1023.244644,52
11904137918,NSW,551,1074.059771,69
11904137919,NSW,632,997.2178885,44
11904137920,NSW,461,1009.573969,48
11904137921,NSW,514,960.3441102,32
11904137922,NSW,338,1134.211167,86
11904137923,NSW,492,1067.804518,67
11904137924,NSW,477,1041.063272,58
11904137925,NSW,704,1085.260295,72
11904137927,NSW,276,1063.242637,65
11904137928,NSW,214,1018.557051,51
11904137929,NSW,333,1039.387457,58
11904137930,NSW,426,1073.936406,69
11904137931,NSW,307,1108.192023,78
11904137932,NSW,347,1094.63478,75
11904137933,NSW,537,1135.170277,86
11904137934,NSW,492,964.1442721,33
11904137935,NSW,458,1002.439237,46
11904137936,NSW,315,1084.690059,72
11904137937,NSW,314,1055.235914,63
11904138001,NSW,493,1028.269967,54
11904138002,NSW,461,1049.872439,61
11904138003,NSW,254,1043.148986,59
11904138004,NSW,325,1031.221859,55
11904138005,NSW,392,1072.549354,68
11904138006,NSW,375,1056.4422279999999,63
11904138007,NSW,427,1024.484509,53
11904138008,NSW,470,1087.924755,73
11904138009,NSW,549,1085.671369,72
11904138010,NSW,636,1062.126094,65
11904138011,NSW,551,1025.652592,53
11904138012,NSW,198,1061.064257,65
11904138013,NSW,311,1020.128211,51
11904138014,NSW,506,986.5036186,40
11904138015,NSW,239,1099.197981,76
11904138016,NSW,298,1053.589229,62
11904138017,NSW,575,998.0668167,44
11904138018,NSW,682,1007.450411,47
11904138019,NSW,451,1031.64531,55
11904138020,NSW,545,1049.70251,61
11904138021,NSW,333,935.304212,24
11904138022,NSW,430,1035.982653,57
11904138023,NSW,589,1010.083843,48
11904138024,NSW,421,911.1746163,18
11904138025,NSW,328,946.1621427,28
11904138026,NSW,584,988.2975508,41
11904138027,NSW,543,1012.084114,49
11904138028,NSW,477,1047.870765,60
11904138029,NSW,301,1073.025498,68
11904138030,NSW,469,1087.452242,73
11904138031,NSW,403,1077.618343,70
11904138032,NSW,291,1084.442252,72
11904138101,NSW,364,991.0376987,42
11904138102,NSW,265,935.4191069,24
11904138103,NSW,339,888.092037,13
11904138104,NSW,497,987.4705564,41
11904138106,NSW,251,1020.88578,52
11904138107,NSW,241,1004.410379,46
11904138108,NSW,378,1033.129954,56
11904138109,NSW,421,1006.743234,47
11904138110,NSW,275,1032.632272,56
11904138111,NSW,564,1047.858085,60
11904138112,NSW,319,1018.549635,51
11904138113,NSW,332,1031.926879,55
