"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"3467","20604150318",64,0,3,0,0,0,0,0,3,0
"3468","20604150319",29,0,0,0,0,0,0,0,0,0
"3469","20604150320",59,0,0,0,3,0,0,0,0,0
"3470","20604150321",33,0,0,0,0,0,0,0,0,0
"3471","20604150322",0,0,0,0,0,0,0,0,0,0
"3472","20604150323",11,0,0,0,5,4,7,10,0,4
"3473","20604150324",0,0,0,0,0,0,0,0,0,0
"3474","20604150325",5,0,0,0,0,3,0,0,4,0
"3475","20604150326",14,0,0,0,0,0,0,0,0,0
"3476","20604150327",38,0,0,0,0,0,0,3,0,0
"3477","20604150401",111,7,5,0,0,5,0,0,0,0
"3478","20604150402",11,0,0,0,0,0,0,0,0,0
"3479","20604150403",28,0,0,3,0,5,0,0,0,0
"3480","20604150404",66,14,0,0,0,3,0,0,0,0
"3481","20604150405",43,0,0,0,0,0,0,0,0,0
"3482","20604150406",114,15,0,0,0,0,0,0,0,0
"3483","20604150407",18,0,0,0,0,0,0,0,0,0
"3484","20604150408",146,3,0,0,0,0,0,0,0,0
"3485","20604150409",13,0,0,0,0,0,4,0,0,0
"3486","20604150410",26,0,0,0,0,0,0,0,0,0
"3487","20604150411",97,7,0,0,0,0,0,0,0,0
"3488","20604150412",15,0,0,0,0,0,0,0,0,0
"3489","20604150413",56,0,0,0,0,0,0,0,0,0
"3490","20604150414",202,7,0,0,0,3,0,0,0,0
"3491","20604150415",17,0,0,0,0,0,0,0,0,0
"3492","20604150416",38,0,0,0,0,0,0,0,0,0
"3493","20604150417",6,0,0,0,0,0,0,0,0,0
"3494","20604150418",71,0,0,0,4,0,0,0,0,0
"3495","20604150419",20,0,0,0,0,0,0,0,0,0
"3496","20604150420",69,0,0,0,0,0,0,0,0,0
"3497","20604150421",83,0,0,0,0,0,0,0,0,0
"3498","20604150422",29,5,0,0,0,0,0,0,0,0
"3499","20604150423",5,0,0,0,0,0,0,0,0,0
"3500","20604150424",0,0,0,0,0,0,0,0,0,0
"3501","20604150425",24,0,0,0,4,0,0,0,0,0
"3502","20604150426",59,0,0,0,0,0,0,0,0,0
"3503","20604150427",65,0,0,0,0,0,0,3,0,0
"3504","20604150428",10,0,0,0,0,0,0,0,0,0
"3505","20604150429",14,0,0,0,4,0,0,0,0,0
"3506","20604150430",34,0,3,0,4,0,0,0,0,0
"3507","20604150431",78,0,0,0,0,0,3,0,5,4
"3508","20604150432",73,6,0,0,3,0,0,0,0,0
"3509","20604150433",26,0,0,0,0,0,0,0,0,0
"3510","20604150434",69,0,0,0,0,5,5,0,3,8
"3511","20604150501",0,0,0,0,0,0,0,0,0,0
"3512","20604150502",17,0,0,0,0,0,3,0,0,0
"3513","20604150503",22,0,0,0,0,0,0,3,0,0
"3514","20604150504",174,22,3,0,0,0,0,0,0,5
"3515","20604150505",45,0,0,0,0,0,0,0,0,0
"3516","20604150506",13,0,0,0,0,0,4,0,0,0
"3517","20604150507",37,0,0,0,0,0,3,0,0,0
"3518","20604150508",0,0,0,0,0,0,0,0,0,0
"3519","20604150509",24,0,0,0,0,0,0,0,0,0
"3520","20604150510",28,0,0,0,0,0,0,0,0,0
"3521","20604150511",8,0,0,0,0,0,0,0,0,0
"3522","20604150512",32,0,0,0,0,0,0,0,0,5
"3523","20604150513",19,0,0,0,0,0,0,0,0,0
"3524","20604150514",30,5,0,0,0,0,4,0,0,0
"3525","20604150515",7,0,0,0,0,0,0,0,0,0
"3526","20604150516",4,0,0,0,0,5,0,0,0,0
"3527","20604150517",12,0,0,0,0,0,0,3,0,0
"3528","20604150518",101,5,7,0,7,0,10,3,5,0
"3529","20604150519",7,0,0,0,0,0,0,0,0,0
"3530","20604150520",9,0,0,0,0,0,0,0,0,0
"3531","20604150521",0,0,0,0,0,0,0,0,0,0
"3532","20604150522",22,0,0,8,0,3,0,3,5,0
"3533","20604150523",5,0,0,0,0,0,0,0,0,0
"3534","20604150524",44,0,0,0,0,0,0,0,0,0
"3535","20604150525",27,0,4,0,0,0,0,0,0,0
"3536","20604150526",0,0,0,0,0,0,0,0,0,0
"3537","20604150527",35,0,0,0,0,0,0,0,0,0
"3538","20604150528",0,0,0,0,0,0,0,0,0,0
"3539","20604150529",59,5,0,0,0,0,0,0,0,0
"3540","20604150530",0,0,0,0,0,0,0,0,0,0
"3541","20604150531",4,0,0,0,0,0,0,0,0,0
"3542","20604150601",5,0,0,0,0,0,0,4,0,4
"3543","20604150602",29,0,0,0,3,4,3,0,0,0
"3544","20604150603",18,0,6,0,4,4,3,4,4,7
"3545","20604150604",17,0,0,0,5,6,3,4,6,3
"3546","20604150605",44,0,0,0,9,3,4,0,6,0
"3547","20604150606",7,4,9,3,4,0,11,6,4,0
"3548","20604150607",0,5,4,0,9,5,3,3,0,12
"3549","20604150608",14,0,0,0,0,3,4,0,0,4
"3550","20604150609",12,3,0,0,7,0,3,0,3,5
"3551","20604150610",12,9,5,0,6,5,7,12,0,8
"3552","20604150611",4,0,0,0,0,0,4,0,0,0
"3553","20604150612",21,0,0,3,0,0,5,4,3,3
"3554","20604150613",30,0,0,3,0,11,5,7,0,5
"3555","20604150614",12,0,0,0,0,0,0,0,0,0
"3556","20604150615",29,9,10,5,11,9,15,8,13,13
"3557","20604150616",9,0,5,0,4,6,3,3,0,0
"3558","20604150617",72,0,0,3,3,0,4,0,0,4
"3559","20604150618",9,0,0,0,3,3,6,4,0,7
"3560","20604150619",44,0,0,0,5,0,4,3,0,3
"3561","20604150620",10,0,0,0,0,0,4,0,0,3
"3562","20604150621",8,3,4,4,3,0,0,4,0,0
"3563","20604150622",15,0,0,0,0,0,0,0,0,0
"3564","20604150623",37,0,4,0,0,3,5,3,4,0
"3565","20604150624",26,3,0,0,6,5,0,3,0,0
"3566","20604150625",4,0,0,0,7,3,6,3,3,0
"3567","20604150626",22,0,0,4,3,10,7,3,9,3
"3568","20604150627",0,0,3,0,6,4,5,6,3,4
"3569","20604150628",17,8,5,3,5,0,5,0,5,0
"3570","20604150629",9,0,4,4,3,0,3,5,7,5
"3571","20604150630",15,3,0,7,9,8,4,7,3,0
"3572","20604150631",27,0,3,4,0,4,4,0,5,4
"3573","20604150632",0,0,0,0,0,0,0,0,0,0
"3574","20604150633",63,0,0,3,10,4,0,9,5,6
"3575","20604150634",6,0,0,0,0,0,0,6,0,0
"3576","20604150635",22,0,3,0,7,0,4,0,0,0
"3577","20604150636",29,0,5,6,4,10,0,0,3,0
"3578","20604150637",24,0,3,0,0,0,0,4,6,5
"3579","20604150638",19,3,3,6,4,4,10,8,9,3
"3580","20604150639",10,0,6,0,0,0,0,0,3,3
"3581","20604150701",0,0,0,0,0,0,0,0,0,0
"3582","20604150801",11,0,0,0,0,0,0,0,0,0
"3583","20604150802",4,0,0,0,0,0,0,4,0,0
"3584","20604150803",14,0,0,0,0,0,0,0,0,0
"3585","20604150804",6,0,0,0,0,3,0,5,0,0
"3586","20604150805",12,0,0,0,0,0,0,0,0,6
"3587","20604150806",3,3,0,4,0,0,0,0,0,0
"3588","20604150807",4,0,0,0,0,0,0,0,0,0
"3589","20604150808",5,0,0,0,0,0,0,0,0,0
"3590","20604150809",6,0,0,5,0,3,3,0,0,0
"3591","20604150810",21,0,4,0,6,0,0,4,0,0
"3592","20604150811",24,0,0,0,0,0,0,0,0,0
"3593","20604150812",0,0,0,0,0,0,0,0,3,0
"3594","20604150813",4,0,3,0,3,0,0,3,0,3
"3595","20604150814",0,0,0,0,0,4,0,0,4,0
"3596","20604150815",17,0,0,0,0,0,0,0,0,0
"3597","20604150816",20,0,0,0,4,0,0,4,5,5
"3598","20604150901",17,0,0,0,0,0,0,0,0,6
"3599","20604150902",0,0,0,0,0,5,0,0,0,0
"3600","20604150903",54,0,3,0,0,3,0,0,3,0
"3601","20604150904",20,3,0,0,3,0,0,0,0,0
"3602","20604150905",13,0,0,0,0,0,0,0,0,0
"3603","20604150906",15,0,0,0,0,0,0,0,0,0
"3604","20604150907",9,0,0,0,0,0,0,0,0,0
"3605","20604150908",0,0,0,0,0,0,0,0,0,0
"3606","20604150909",3,0,0,0,0,0,0,0,0,0
"3607","20604150910",11,0,0,0,0,0,0,0,0,0
"3608","20604150911",7,0,0,0,0,0,0,0,0,0
"3609","20604150912",12,0,0,0,0,6,0,0,0,0
"3610","20604150913",28,0,0,0,0,0,0,0,4,0
"3611","20604150914",24,0,0,0,0,0,3,0,0,0
"3612","20604150915",31,0,0,0,0,3,0,0,0,5
"3613","20604150916",43,0,0,0,4,3,3,0,9,3
"3614","20604150917",13,0,3,0,0,0,0,0,0,0
"3615","20604150918",25,0,0,0,0,0,0,3,0,6
"3616","20604150919",10,3,0,0,0,0,0,0,3,0
"3617","20604150920",8,4,0,0,0,4,0,3,0,7
"3618","20604150921",19,0,0,0,0,0,0,0,0,0
"3619","20604150922",4,0,0,0,0,0,0,0,0,0
"3620","20604150923",11,0,5,0,0,0,7,0,0,0
"3621","20604150924",0,0,0,0,0,5,0,0,3,0
"3622","20604150925",29,0,0,0,0,0,0,0,0,0
"3623","20604150926",62,3,0,0,0,0,0,5,8,7
"3624","20604150927",24,0,0,0,3,0,3,4,0,0
"3625","20604150928",11,0,0,0,0,0,0,0,0,0
"3626","20604150929",12,0,0,0,0,0,0,3,0,0
"3627","20604150930",20,0,0,0,0,0,0,0,0,0
"3628","20604150931",11,0,0,0,0,3,0,0,5,0
"3629","20604150932",3,0,0,3,0,4,0,4,0,0
"3630","20604150933",13,0,0,0,3,0,0,0,0,0
"3631","20604151001",11,0,0,3,0,0,0,0,5,5
"3632","20604151002",12,4,3,4,3,6,4,0,4,6
"3633","20604151003",24,0,0,0,3,4,0,3,5,0
"3634","20604151004",14,0,0,0,0,0,0,0,0,0
"3635","20604151005",15,0,3,0,0,3,0,5,4,3
"3636","20604151006",20,0,0,0,0,3,4,5,0,4
"3637","20604151007",18,0,0,0,0,0,4,0,0,0
"3638","20604151008",35,15,4,7,7,10,7,5,4,4
"3639","20604151009",17,0,0,0,0,3,0,0,0,0
"3640","20604151010",3,0,0,0,0,0,0,0,0,0
"3641","20604151011",48,3,0,0,0,0,0,0,0,0
"3642","20604151012",24,0,6,9,0,6,3,0,0,4
"3643","20604151013",0,0,0,0,0,0,0,0,0,0
"3644","20604151014",0,0,0,0,0,0,0,0,0,0
"3645","20604151015",18,0,4,0,6,0,3,5,5,0
"3646","20604151016",16,7,0,3,0,0,0,0,0,3
"3647","20605112801",0,4,0,0,0,0,6,0,0,0
"3648","20605112802",14,0,3,0,7,10,8,4,9,0
"3649","20605112803",18,4,3,7,5,0,11,10,8,0
"3650","20605112804",10,0,0,0,0,0,6,3,0,3
"3651","20605112805",5,0,6,9,5,7,6,0,3,6
"3652","20605112807",14,4,3,0,5,8,5,10,3,3
"3653","20605112808",16,0,8,3,8,3,10,3,4,5
"3654","20605112809",9,0,9,0,4,0,8,6,9,8
"3655","20605112810",20,9,6,4,8,7,12,6,5,0
"3656","20605112811",9,4,4,3,0,3,0,3,6,6
"3657","20605112812",3,0,3,7,3,9,5,4,7,11
"3658","20605112813",21,11,4,10,3,8,10,4,5,10
"3659","20605112814",11,0,3,3,6,6,7,12,9,7
"3660","20605112815",5,0,0,4,4,4,4,6,4,4
"3661","20605112816",8,0,7,0,7,0,7,0,6,0
"3662","20605112817",13,11,6,0,4,6,7,6,7,5
"3663","20605112818",3,0,0,0,5,6,3,8,3,8
"3664","20605112819",6,5,7,0,4,9,0,5,0,3
"3665","20605112820",9,0,0,4,4,8,6,9,8,3
"3666","20605112821",6,4,7,0,4,7,7,5,4,4
"3667","20605112822",6,0,0,4,4,5,8,3,0,0
"3668","20605112823",16,4,0,0,4,0,4,3,4,0
"3669","20605112824",8,11,7,4,7,10,0,8,3,5
"3670","20605112825",11,5,10,6,7,3,10,3,10,7
"3671","20605112826",19,9,3,8,7,16,7,8,7,5
"3672","20605112828",25,0,3,4,6,3,4,5,6,7
"3673","20605112830",20,5,0,0,6,5,0,5,3,6
"3674","20605112832",0,0,0,0,0,0,0,0,0,0
"3675","20605112833",11,0,0,0,0,3,3,5,0,0
"3676","20605112834",16,0,0,0,0,3,0,0,0,0
"3677","20605112835",7,0,0,0,7,0,0,0,5,0
"3678","20605112836",4,3,0,0,0,0,4,0,0,0
"3679","20605112837",8,7,0,0,0,0,0,0,0,0
"3680","20605112838",4,0,0,0,0,0,0,4,0,0
"3681","20605112839",0,0,0,0,0,0,0,4,0,0
"3682","20605112840",4,0,0,0,0,3,0,0,0,0
"3683","20605112841",3,0,0,0,0,0,0,0,3,0
"3684","20605112842",4,0,0,0,3,0,3,3,0,0
"3685","20605112843",4,0,0,0,0,0,0,0,3,0
"3686","20605112901",7,0,0,6,0,5,0,0,0,3
"3687","20605112902",15,4,0,3,11,0,4,4,0,5
"3688","20605112903",5,0,0,0,4,0,3,5,3,0
"3689","20605112904",8,3,3,0,4,0,0,3,3,0
"3690","20605112905",10,3,7,3,8,5,4,0,4,4
"3691","20605112906",3,0,0,0,4,0,0,0,4,0
"3692","20605112907",15,7,4,3,3,5,9,8,5,7
"3693","20605112908",15,0,5,0,0,3,3,0,10,4
"3694","20605112909",7,3,3,0,3,6,3,0,0,4
"3695","20605112910",6,0,0,0,7,3,0,9,6,0
"3696","20605112911",8,0,4,0,0,0,0,0,3,4
"3697","20605112912",6,0,0,0,0,0,3,0,0,5
"3698","20605112913",10,10,5,5,5,3,4,4,3,0
"3699","20605112914",5,0,4,0,8,4,6,0,0,7
"3700","20605112915",0,0,0,0,0,0,5,0,5,3
"3701","20605112916",5,4,0,5,10,10,6,0,4,10
"3702","20605112917",0,0,0,0,0,0,0,0,0,0
"3703","20605112918",0,0,0,0,0,0,0,0,0,0
"3704","20605112919",0,0,0,0,0,0,0,0,0,0
"3705","20605112920",0,0,0,0,0,0,0,0,0,0
"3706","20605112921",0,4,4,0,7,4,4,6,0,0
"3707","20605112922",14,4,0,10,6,7,3,0,13,7
"3708","20605112923",9,0,0,0,0,4,0,0,0,6
"3709","20605112924",11,0,4,0,0,9,8,10,3,4
"3710","20605112925",5,3,3,4,8,3,0,11,0,6
"3711","20605112926",7,0,0,0,0,4,4,5,3,0
"3712","20605112927",0,0,0,0,0,0,4,0,8,0
"3713","20605112928",9,7,4,4,3,3,0,0,3,4
"3714","20605112929",14,0,0,0,5,6,0,5,5,3
"3715","20605112930",0,3,4,0,3,0,4,0,0,0
"3716","20605112931",8,0,0,0,5,5,0,0,0,0
"3717","20605112932",5,0,0,3,0,0,0,0,0,0
"3718","20605112933",4,3,4,0,0,0,0,0,4,0
"3719","20605112934",0,0,0,4,6,5,0,0,5,6
"3720","20605112935",6,4,0,0,8,4,4,3,3,5
"3721","20605112936",7,5,4,7,10,3,6,3,3,5
"3722","20605112937",0,0,0,0,0,0,4,0,6,0
"3723","20605112938",9,0,0,0,5,0,0,6,3,0
"3724","20605112939",3,0,6,0,13,6,5,4,13,5
"3725","20605112940",4,0,3,0,0,4,0,6,9,5
"3726","20605113001",0,0,0,4,3,5,4,0,0,0
"3727","20605113002",17,0,5,12,3,11,11,10,9,5
"3728","20605113003",18,0,0,3,10,7,0,8,0,0
"3729","20605113004",7,0,0,3,0,0,6,0,0,3
"3730","20605113005",6,4,3,5,3,3,4,0,3,4
"3731","20605113006",12,0,4,4,0,5,7,3,6,3
"3732","20605113007",14,9,0,5,7,5,3,3,13,3
"3733","20605113008",7,5,0,3,7,3,3,3,4,6
"3734","20605113009",9,0,3,4,3,6,3,3,0,4
"3735","20605113010",0,0,3,0,0,0,8,3,3,4
"3736","20605113011",19,0,7,3,5,6,5,7,3,3
"3737","20605113012",0,0,0,0,0,0,0,0,0,0
"3738","20605113013",0,3,7,6,6,6,4,11,10,6
"3739","20605113014",8,0,0,0,0,4,0,0,0,7
"3740","20605113015",8,4,0,3,6,0,3,0,4,0
"3741","20605113016",10,4,3,0,4,0,3,3,0,7
"3742","20605113017",7,0,0,3,3,3,3,4,5,0
"3743","20605113019",0,0,3,3,4,3,0,3,5,0
"3744","20605113020",18,0,5,9,8,8,5,3,10,10
"3745","20605113021",7,0,0,0,0,0,0,0,4,5
"3746","20605113022",6,3,0,6,3,3,4,4,0,3
"3747","20605113023",6,0,0,0,13,0,13,4,13,3
"3748","20605113024",15,11,4,13,12,12,12,7,10,10
"3749","20605113025",6,4,0,9,0,0,0,6,3,0
"3750","20605113026",0,4,3,0,0,6,0,4,3,4
"3751","20605113027",6,4,0,0,4,6,0,4,4,0
"3752","20605113028",14,0,0,0,5,3,4,5,0,6
"3753","20605113029",24,4,4,5,6,4,11,9,0,10
"3754","20605113032",0,3,0,4,0,6,3,4,5,4
"3755","20605113033",0,5,0,0,3,0,8,0,0,0
"3756","20605113034",16,4,0,0,4,4,0,3,0,5
"3757","20605113035",3,0,3,3,3,4,5,0,6,5
"3758","20605113036",0,0,0,0,3,0,0,5,0,4
"3759","20605113037",0,0,0,0,0,0,8,0,0,4
"3760","20605113038",0,0,0,0,0,0,0,0,0,0
"3761","20605113039",25,5,6,0,7,5,8,9,10,7
"3762","20605113401",15,0,0,3,5,4,0,0,5,6
"3763","20605113402",7,0,0,0,0,0,0,0,3,4
"3764","20605113403",3,0,0,0,0,0,0,0,4,0
"3765","20605113404",7,0,0,0,3,0,0,0,5,4
"3766","20605113405",7,0,5,0,0,3,6,5,3,6
"3767","20605113406",5,0,7,0,0,5,5,4,0,5
"3768","20605113407",14,0,0,0,0,0,0,4,5,0
"3769","20605113408",0,0,4,4,0,3,4,6,4,3
"3770","20605113409",8,0,0,0,0,0,0,0,0,0
"3771","20605113410",6,0,0,0,4,0,0,0,5,0
"3772","20605113411",18,4,3,0,0,4,0,0,5,0
"3773","20605113412",23,5,0,0,0,3,3,0,3,3
"3774","20605113413",4,0,0,0,4,0,5,5,0,3
"3775","20605113414",17,0,3,0,5,0,0,9,5,3
"3776","20605113415",3,0,0,0,3,7,5,0,6,7
"3777","20605113416",7,5,3,3,3,4,9,10,6,0
"3778","20605113417",9,0,0,4,0,0,0,0,0,0
"3779","20605113418",12,0,0,0,0,0,0,0,4,4
"3780","20605113419",9,3,0,6,3,0,0,3,0,4
"3781","20605113420",0,0,0,0,5,0,0,5,3,3
"3782","20605113421",18,0,5,0,5,6,0,5,3,0
"3783","20605113422",3,0,4,3,0,0,0,0,0,5
"3784","20605113423",7,0,0,0,5,0,9,4,0,0
"3785","20605113424",4,3,3,6,6,5,8,0,3,0
"3786","20605113425",6,0,8,3,0,3,6,0,4,0
"3787","20605113426",10,0,0,0,0,0,0,0,3,5
"3788","20605113427",3,0,0,0,0,0,0,0,0,0
"3789","20605113428",12,0,0,0,3,3,7,3,4,9
"3790","20605113429",3,0,0,4,0,0,0,0,3,0
"3791","20605113430",3,3,0,0,3,3,4,7,9,5
"3792","20605113431",0,0,0,0,0,0,0,0,4,6
"3793","20605113432",12,5,3,5,9,6,7,9,9,6
"3794","20605113433",14,0,0,0,3,5,5,5,6,4
"3795","20605113434",4,3,0,4,8,3,6,5,11,3
"3796","20605113435",27,4,0,0,8,3,3,7,7,0
"3797","20605113436",0,0,4,7,8,0,7,4,3,3
"3798","20605113437",4,0,4,0,0,3,0,5,0,3
"3799","20605113438",6,0,0,0,5,8,0,5,4,4
"3800","20605113439",9,0,0,0,0,0,4,4,5,0
"3801","20605151101",13,7,0,5,4,5,4,4,8,5
"3802","20605151102",3,0,0,0,3,0,3,0,0,4
"3803","20605151103",0,0,0,0,0,0,0,0,0,0
"3804","20605151104",0,0,0,0,0,0,0,0,0,0
"3805","20605151105",6,4,0,8,4,4,6,0,0,4
"3806","20605151201",17,8,0,0,5,10,5,3,8,4
"3807","20605151202",4,0,0,0,0,0,0,0,0,0
"3808","20605151203",9,0,0,0,5,4,0,0,0,6
"3809","20605151204",0,5,0,0,6,4,6,0,4,0
"3810","20605151205",14,3,11,12,10,9,8,0,8,7
"3811","20605151206",14,0,0,0,0,0,0,0,0,0
"3812","20605151207",3,3,0,0,6,0,0,0,0,5
"3813","20605151208",14,0,9,0,12,6,3,0,3,5
"3814","20605151209",8,0,0,0,0,0,0,0,0,0
"3815","20605151210",11,11,7,0,4,4,4,0,0,4
"3816","20605151211",11,0,3,0,8,3,5,6,3,10
"3817","20605151212",13,5,3,6,6,0,3,7,3,3
"3818","20605151213",8,0,0,6,3,0,0,0,0,0
"3819","20605151214",10,0,0,0,0,0,0,3,0,4
"3820","20605151215",3,0,0,4,0,0,0,5,0,0
"3821","20605151216",3,0,0,0,0,0,0,0,0,0
"3822","20605151217",10,3,0,0,3,0,3,4,0,0
"3823","20605151218",3,3,0,4,0,5,3,4,0,0
"3824","20605151219",8,0,0,0,0,0,0,0,0,0
"3825","20605151220",0,0,0,0,0,0,0,0,0,0
"3826","20605151221",10,0,0,0,0,4,4,0,0,0
"3827","20605151222",5,0,5,0,0,0,6,0,0,0
"3828","20605151223",4,3,4,0,0,8,11,7,7,8
"3829","20605151224",0,0,0,0,0,0,0,0,0,0
"3830","20605151225",3,0,0,4,3,5,0,0,0,0
"3831","20605151226",6,0,0,5,8,6,0,11,0,6
"3832","20605151227",0,0,5,4,5,0,3,6,3,3
"3833","20605151228",5,0,4,0,3,3,6,0,3,3
"3834","20605151229",8,0,9,0,5,0,3,3,6,8
"3835","20605151230",6,0,4,4,4,10,10,6,13,8
"3836","20605151231",4,4,0,0,3,0,4,5,0,5
"3837","20605151301",0,0,0,0,0,3,0,0,3,0
"3838","20605151302",6,0,0,0,0,0,0,0,0,0
"3839","20605151303",5,0,0,0,0,4,0,5,0,0
"3840","20605151304",9,0,0,0,3,0,5,5,0,0
"3841","20605151305",15,0,0,0,7,3,5,4,9,7
"3842","20605151306",4,0,0,0,0,0,0,0,0,0
"3843","20605151307",9,3,0,0,0,0,0,0,0,0
"3844","20605151308",4,0,0,0,4,0,0,0,0,0
"3845","20605151309",3,4,0,9,5,0,0,0,0,4
"3846","20605151310",9,0,0,9,0,3,0,5,3,0
"3847","20605151311",11,0,0,0,3,0,0,0,0,5
"3848","20605151312",0,3,0,0,0,0,0,0,5,0
"3849","20605151313",21,0,0,6,6,0,3,0,0,4
"3850","20605151314",6,0,0,0,0,3,0,3,4,0
"3851","20605151315",8,0,0,0,0,0,0,0,0,3
"3852","20605151316",8,0,0,3,6,0,0,5,3,0
"3853","20605151317",4,0,0,0,0,0,0,3,5,6
"3854","20605151318",10,0,4,0,4,6,5,0,7,0
"3855","20605151319",13,0,0,0,0,0,0,0,3,4
"3856","20605151320",7,3,3,0,0,0,0,0,4,5
"3857","20605151321",0,0,0,0,0,0,0,0,0,0
"3858","20605151322",12,0,3,0,5,0,3,0,0,0
"3859","20605151323",6,0,0,0,0,0,0,0,0,0
"3860","20605151324",10,0,0,0,0,0,6,0,0,0
"3861","20605151325",3,0,0,0,0,4,5,4,3,4
"3862","20605151401",5,0,0,0,6,4,5,7,7,5
"3863","20605151402",4,3,0,5,3,4,0,3,0,4
"3864","20605151403",3,0,0,0,3,0,0,3,0,0
"3865","20605151404",0,0,0,0,0,0,0,0,0,0
"3866","20605151405",9,0,0,4,0,0,0,0,0,0
"3867","20605151406",0,0,0,0,0,0,0,0,0,0
"3868","20605151407",0,0,0,0,0,0,0,0,0,0
"3869","20605151408",0,0,5,0,6,0,0,3,0,0
"3870","20605151409",5,3,0,0,0,7,6,9,8,3
"3871","20605151410",4,0,0,4,4,0,0,3,4,0
"3872","20605151411",13,3,0,0,0,0,3,3,4,0
"3873","20605151412",9,0,0,0,5,0,0,0,0,7
"3874","20605151413",8,3,3,6,3,0,0,3,4,0
"3875","20605151414",4,0,0,0,0,3,0,0,0,0
"3876","20605151415",4,0,0,0,0,0,0,0,0,0
"3877","20605151416",4,3,3,0,0,0,4,0,0,4
"3878","20605151417",9,4,0,3,0,0,4,3,4,4
"3879","20605151418",0,0,0,0,0,0,0,0,0,0
"3880","20605151419",10,0,0,0,0,0,0,0,0,3
"3881","20605151420",12,0,0,0,0,0,0,0,0,3
"3882","20605151421",4,0,0,0,0,0,0,0,0,3
"3883","20605151422",12,0,0,0,0,0,0,6,0,0
"3884","20605151423",9,6,0,0,9,4,3,0,3,3
"3885","20605151424",0,0,5,3,5,0,0,0,0,4
"3886","20605151425",11,3,0,0,5,8,10,5,0,4
"3887","20605151426",4,0,3,0,0,3,0,3,3,0
"3888","20605151427",14,0,0,0,3,0,0,3,3,3
"3889","20605151428",5,0,0,0,0,0,0,0,0,0
"3890","20605151429",0,0,0,0,0,0,0,0,0,4
"3891","20605151430",3,0,0,0,0,0,0,0,0,0
"3892","20605151431",12,0,0,0,5,0,0,0,0,0
"3893","20605151432",7,3,3,0,0,0,0,7,5,0
"3894","20605151433",7,6,0,3,4,12,5,8,4,5
"3895","20605151434",0,0,0,0,0,0,0,0,0,0
"3896","20605151435",8,0,0,0,0,0,3,5,4,0
"3897","20606113501",3,0,0,0,5,0,3,0,0,0
"3898","20606113502",19,3,6,0,5,6,4,6,4,3
"3899","20606113503",35,7,7,7,5,7,6,5,3,9
"3900","20606113504",13,7,3,0,7,10,3,12,3,3
"3901","20606113505",20,0,4,0,0,4,0,4,4,3
"3902","20606113506",9,0,5,0,3,7,0,0,3,0
"3903","20606113507",16,0,0,3,6,3,7,6,3,3
"3904","20606113508",9,8,3,6,9,12,10,9,5,9
"3905","20606113509",9,0,0,4,0,0,0,0,4,5
"3906","20606113511",11,4,0,5,0,6,4,5,0,0
"3907","20606113512",9,0,0,5,0,4,3,4,0,4
"3908","20606113513",14,8,7,5,11,13,7,8,3,4
"3909","20606113514",3,6,0,3,4,3,3,7,4,4
"3910","20606113515",9,0,0,4,4,4,3,0,0,0
"3911","20606113516",17,0,4,0,0,0,3,0,0,0
"3912","20606113517",14,0,0,0,0,0,0,3,0,0
"3913","20606113518",3,0,0,0,0,0,0,0,6,0
"3914","20606113519",9,0,0,4,6,3,0,0,5,4
"3915","20606113520",6,0,3,0,6,6,3,4,0,5
"3916","20606113521",22,0,4,7,5,4,6,0,4,7
"3917","20606113603",3,0,0,3,4,4,0,0,0,0
"3918","20606113604",0,0,4,0,0,0,0,0,0,0
"3919","20606113605",12,0,0,0,3,3,0,4,4,4
"3920","20606113606",0,0,0,0,0,0,0,3,0,3
"3921","20606113607",19,3,3,0,3,5,3,7,5,4
"3922","20606113608",17,3,3,0,0,0,0,0,0,4
"3923","20606113609",9,0,6,0,0,0,0,5,0,0
"3924","20606113610",5,0,0,10,5,0,3,6,0,0
"3925","20606113611",5,3,5,4,0,0,0,3,0,3
"3926","20606113612",10,9,0,0,3,0,0,0,0,0
"3927","20606113613",12,0,0,5,0,3,6,0,0,3
"3928","20606113614",0,0,6,0,0,0,4,0,0,0
"3929","20606113615",14,0,0,0,0,0,0,0,0,0
"3930","20606113616",0,0,0,0,0,0,0,0,0,0
"3931","20606113617",7,3,0,0,0,3,3,0,0,3
"3932","20606113618",7,5,0,0,3,4,5,4,6,0
"3933","20606113619",13,0,0,5,4,3,0,0,0,0
"3934","20606113620",4,0,0,0,4,0,0,0,0,0
"3935","20606113621",23,0,0,0,0,0,0,0,0,3
"3936","20606113622",10,0,0,0,0,0,0,4,0,4
"3937","20606113623",10,5,0,0,4,0,5,0,0,0
"3938","20606113624",11,3,3,5,0,0,0,3,0,0
"3939","20606113625",10,0,0,0,3,0,8,0,5,0
"3940","20606113626",19,6,0,4,5,5,4,0,5,3
"3941","20606113627",0,0,0,0,0,0,0,0,0,6
"3942","20606113628",11,0,4,0,3,5,3,0,0,0
"3943","20606113629",4,0,0,0,5,0,0,4,0,6
"3944","20606113630",18,0,0,3,0,0,3,0,0,5
"3945","20606113631",0,0,0,0,3,0,0,0,4,3
"3946","20606113632",9,0,0,0,0,3,8,4,5,0
"3947","20606113633",13,0,0,6,7,4,7,0,3,8
