2021 Statistical Area Level 1 (SA1),Usual Resident Population,Score,Percentile within Australia
11201123719,285,1036.661433,63
11201123720,298,1047.225173,67
11201123721,311,1031.881083,61
11201123722,253,1077.274264,77
11201123723,186,1088.587835,81
11201123724,532,1081.612948,79
11201123725,431,1056.615302,70
11201123726,299,1013.92382,54
11201123727,370,912.2034544,19
11201123728,234,1034.520467,62
11201123729,215,1028.479247,59
11201123730,204,1025.885257,58
11201123731,328,1087.478549,80
11201123732,396,997.045928,47
11201123733,369,1007.925618,51
11201123734,499,1060.949633,72
11201123735,662,909.6283157,19
11201123736,400,1037.301248,63
11201123737,341,990.9887422,45
11201123738,325,961.6544539,34
11201123739,437,961.6291257,34
11201123740,370,969.6198431,37
11201123741,460,924.0450928,22
11201123742,462,921.9110171,22
11201123743,278,966.0671071,35
11201123744,371,944.6796923,28
11201123745,164,969.3615909,36
11201123746,319,1041.895875,65
11201123747,321,1037.104303,63
11201123749,633,1033.90477,62
11201123750,287,1044.98809,66
11201123751,363,1046.740259,66
11201123752,522,1038.93881,64
11201123753,597,1042.422867,65
11201123754,322,1050.949903,68
11201123755,473,1070.006831,75
11201123801,309,1101.855936,85
11201123802,353,1045.359648,66
11201123803,481,1100.638335,84
11201123804,299,1070.755906,75
11201123805,294,1023.860705,58
11201123806,275,1093.433705,82
11201123807,521,1091.195846,82
11201123809,267,1087.83047,81
11201123810,242,1071.124331,75
11201123811,382,1066.15893,73
11201123812,157,1043.051305,65
11201123813,223,1060.572351,71
11201123814,422,1075.764287,77
11201123815,618,1076.736538,77
11201123818,598,1083.284372,79
11201123819,472,1070.991907,75
11201123820,421,1058.847832,71
11201123821,482,1084.734384,80
11201123822,142,1144.959558,94
11201123901,553,983.3293844,42
11201123902,650,964.5054523,35
11201123903,260,997.3187302,47
11201123905,442,976.7256853,39
11201123906,436,973.2651231,38
11201123907,194,1042.348684,65
11201123909,502,983.5723307,42
11201123910,716,978.2281239,40
11201123911,273,998.0990272,47
11201123913,607,1025.14347,58
11201123914,591,1000.868041,48
11201123916,33,1002.830121,49
11201123917,400,988.5853512,44
11201123918,651,969.7089799,37
11201123919,349,991.2300706,45
11201123920,579,1001.631693,49
11201123921,363,1036.256002,63
11201123922,242,1035.237262,62
11201123923,257,1019.266447,56
11201123924,427,1047.414461,67
11201123925,407,1073.087393,76
11201123926,95,876.1822569,12
11201123927,129,988.681129,44
11201124001,386,1046.405967,66
11201124002,239,1072.119502,76
11201124003,260,1063.958589,73
11201124004,608,1053.235551,69
11201124005,559,1063.981793,73
11201124006,473,1056.939298,70
11201124007,290,1070.288155,75
11201124008,442,1080.940652,78
11201124009,315,1061.249091,72
11201124010,244,1102.308962,85
11201124011,747,1016.688589,55
11201124012,339,1100.942585,84
11201124013,685,1075.54504,77
11201124014,385,1053.395064,69
11201124015,626,1033.309994,61
11201124016,347,1096.492464,83
11201124017,281,961.6831594,34
11201124018,411,1057.115184,70
11201124019,288,1044.316084,65
11201124020,284,1055.720879,70
11201124021,571,999.0701546,48
11201124022,673,1025.192763,58
11201124023,805,989.4104548,44
11201124024,383,1066.741587,74
11201124025,288,1057.635219,70
11201124101,327,921.4420897,22
11201124102,350,917.2232146,21
11201124103,524,867.5870843,10
11201124104,280,962.2076891,34
11201124105,334,971.4254788,37
11201124106,476,951.7312408,30
11201124107,336,880.3080046,12
11201124108,526,889.8694121,14
11201124109,626,902.3981917,17
11201124110,594,998.5169562,48
11201124111,348,891.0691536,15
11201124112,424,987.154723,43
11201124113,159,886.1735337,13
11201124114,325,908.5108405,18
11201124201,267,999.1790543,48
11201124202,450,1034.207435,62
11201124203,454,1062.869281,72
11201124204,220,1048.880117,67
11201124205,611,1049.334863,67
11201124206,554,1074.21737,76
11201124209,557,979.3151332,40
11201124210,107,1138.272046,93
11201124211,497,1082.074439,79
11201124213,390,1069.339125,75
11201124214,666,1056.637297,70
11201124215,421,1083.714401,79
11201124216,512,1072.643344,76
11201124217,641,1070.23354,75
11201124218,476,1065.068562,73
11201124219,563,1088.989726,81
11201124220,60,1098.356651,84
11201124221,782,1123.881634,90
11201124222,266,1087.759389,81
11201124223,730,1094.438295,83
11201124301,276,975.6493159,39
11201124302,347,976.8473999,39
11201124303,371,1037.941027,63
11201124304,720,992.7552135,45
11201124305,283,964.4601414,35
11201124307,249,1013.13208,53
11201124308,437,945.3967111,28
11201124309,408,972.7604142,38
11201124311,537,984.3705957,42
11201124313,391,954.5520436,31
11201124314,249,910.7687218,19
11201124315,486,968.3191123,36
11201124316,479,998.6505042,48
11201124317,401,1040.578346,64
11201124318,532,1037.558622,63
11201124319,561,1025.823016,58
11201124320,225,997.8511359,47
11201124321,334,994.6422808,46
11201124322,367,1048.32618,67
11201124323,469,1033.798757,62
11201124324,774,981.3190094,41
11202124401,94,895.5215197,15
11202124402,448,985.8418859,43
11202124403,593,938.5587117,26
11202124404,531,876.3527638,12
11202124405,269,899.4628173,16
11202124406,482,833.3309736,6
11202124407,373,894.2314843,15
11202124408,529,904.2166024,17
11202124409,614,965.042995,35
11202124410,243,803.4206472,4
11202124411,396,834.153396,6
11202124412,451,851.5181686,8
11202124413,369,827.6923891,5
11202124414,167,951.614057,30
11202124415,103,946.8169004,29
11202124416,302,959.5687794,33
11202124418,297,845.3645037,7
11202124419,187,952.8942278,31
11202124421,343,862.6977608,9
11202124422,214,871.9846502,11
11202124423,428,751.4129887,2
11202124424,405,650.4920908,1
11202124425,557,824.1445892,5
11202124426,256,755.681913,2
11202124427,336,803.1988271,4
11202124428,577,861.3921411,9
11202124429,381,824.784746,5
11202124430,458,879.2045383,12
11202124431,540,881.6100586,13
11202124432,392,838.3763477,6
11202124433,236,840.0984456,6
11202124434,351,836.2080465,6
11202124435,367,825.5416304,5
11202124501,278,787.253667,3
11202124502,198,867.8581999,10
11202124503,266,907.5032857,18
11202124504,307,857.4284296,8
11202124505,222,848.7041689,7
11202124506,164,850.6643937,8
11202124507,234,881.6315634,13
11202124508,203,863.8117188,9
11202124509,177,837.0208158,6
11202124510,258,910.6058256,19
11202124511,170,911.701926,19
11202124512,257,919.7540517,21
11202124513,220,962.7564679,34
11202124514,221,958.96769,33
11202124515,302,982.2948523,41
11202124516,518,1009.345768,52
11202124517,421,936.5644537,26
11202124518,219,995.3545181,46
11202124519,367,961.5343925,34
11202124520,214,930.1312221,24
11202124521,199,911.4835674,19
11202124522,281,875.7220872,11
11202124523,252,930.6928706,24
11202124524,227,935.4018219,25
11202124525,311,926.6669274,23
11202124526,269,805.5698487,4
11202124527,275,880.8284752,12
11202124528,343,921.7741272,22
11202124601,306,961.0464061,33
11202124602,166,1043.556188,65
11202124603,463,977.9964477,40
11202124604,579,920.8902176,21
11202124605,347,995.6244726,46
11202124606,305,971.0988952,37
11202124607,476,950.3812803,30
11202124608,737,924.5132889,22
11202124609,330,927.9400976,23
11202124610,639,908.9446686,18
11202124611,285,948.2032641,29
11202124612,349,752.9171481,2
11202124613,411,882.3140522,13
11202124614,584,904.6028905,17
11202124615,287,878.5094232,12
11202124616,521,977.7500225,40
11202124617,375,972.4927519,38
11202124618,567,1001.044949,49
11202124619,294,996.3253669,47
11202124620,398,1008.070668,51
11202124621,253,993.1759226,45
11202124622,359,1014.825283,54
11202124623,336,917.6403901,21
11202124624,421,1023.191013,57
11202124625,471,787.376707,3
11202124626,326,824.9725402,5
11202124627,470,807.6812747,4
11202124628,267,869.775284,10
11202124629,481,1019.244411,56
11202124630,524,991.3402864,45
11202124631,143,1038.284833,63
11202124632,700,1014.480043,54
11202124633,272,822.7529743,5
11202124634,153,1045.184578,66
11202124702,201,845.3599826,7
11202124703,464,963.2889659,34
11202124704,245,896.923518,16
11202124705,254,943.06615,28
11202124706,243,951.1869249,30
11202124707,472,981.3386712,41
11202124708,246,974.6723896,38
11202124709,369,888.8476174,14
11202124710,234,942.5278538,28
11202124711,373,935.6078965,26
11202124712,153,986.0824709,43
11202124713,204,949.829503,30
11202124714,497,861.5787265,9
11202124715,599,910.7387859,19
11202124716,240,810.63822,4
11202124717,192,780.4041106,3
11202124718,374,919.7303807,21
11202124719,475,873.6118915,11
11202124720,426,832.8392967,6
11202124721,285,889.4751243,14
11202124722,168,973.9345186,38
11202124723,183,942.5141469,28
11202124724,261,967.461273,36
11202124725,364,919.7956474,21
11202124801,166,859.018987,9
11202124802,305,930.0887885,24
11202124803,500,975.1522448,39
11202124804,380,820.8357418,5
11202124805,464,850.5145993,8
11202124806,570,885.3936401,13
11202124807,298,963.1429269,34
11202124808,526,972.3157398,38
11202124809,369,874.3812291,11
11202124810,509,912.2675178,19
11202124811,511,933.8901448,25
11202124812,482,858.9924058,9
11202124813,332,883.5491114,13
11202124814,338,927.9378544,23
11202124815,424,871.8248836,11
11202124816,481,849.5414931,7
11202124817,272,852.0357337,8
11202124818,587,861.4357443,9
11202124819,443,921.2004471,22
11202124820,409,915.0774901,20
11202124821,470,962.4018118,34
11202124822,210,876.2724718,12
11202124823,493,982.3729907,41
11202124824,419,962.2714866,34
11202124825,440,906.2377016,18
11202124826,424,1002.485592,49
11202124827,287,971.2360455,37
11202124828,280,886.3726573,14
11202124829,378,887.4587287,14
11202124830,467,878.950328,12
11202124831,99,1028.215251,59
11202124832,235,928.3915872,23
11202124833,266,999.1221601,48
11202124834,277,759.822412,2
11202124835,459,819.9934861,5
11202124836,317,843.0137206,7
11202124837,377,913.635946,20
11202124838,163,847.6423406,7
11202124839,324,857.0774056,8
11202124840,461,917.5369271,21
11202124901,526,999.2818211,48
11202124902,215,1027.008016,59
11202124903,375,962.5016948,34
11202124904,325,982.2518154,41
11202124905,332,996.6251125,47
11202124906,358,1026.074806,59
11202124907,181,1008.204172,51
11202124908,358,1011.138503,53
11202124909,459,956.9698879,32
11202124910,477,1060.220614,71
11202124911,493,1008.887291,52
11202124912,634,963.2260565,34
11202124913,382,983.0941068,42
11202124914,316,964.5640112,35
11202124915,438,1047.221195,67
11202124916,334,990.5315285,44
11202124917,373,995.3184458,46
11202124918,210,1051.677447,68
11202124919,528,1012.311508,53
11202124920,292,1067.970077,74
11202124921,565,1074.323156,76
11202124922,563,1074.591062,76
11202124923,218,1062.486762,72
11202124924,332,1073.502333,76
11202124925,359,1032.495153,61
11202124926,345,1045.997608,66
11202124927,259,1080.236429,78
11202124929,240,933.9622552,25
11202124930,442,791.3966263,3
11202124931,204,949.5368572,30
11202124932,210,861.7347532,9
11202124934,532,936.7092336,26
11202124935,201,894.6416969,15
11202124936,312,1003.365149,49
11202124937,394,925.9634048,23
11202124938,240,960.8144851,33
11202124939,370,967.8609864,36
11202124940,266,927.6924607,23
11202124941,263,963.486046,34
11202124944,290,1011.570758,53
11202124945,543,925.6657962,23
11202124946,513,981.8790439,41
11202124947,61,693.6458344,1
11202124948,439,998.8329381,48
11203125001,615,1029.884506,60
11203125008,586,987.1772813,43
11203125009,693,993.6515355,46
11203125011,481,937.4959266,26
11203125012,436,1025.327012,58
11203125013,527,1034.917255,62
11203125014,381,911.4606211,19
11203125015,311,1029.484819,60
11203125016,447,968.8217931,36
11203125018,309,1004.681856,50
11203125019,414,765.260279,2
11203125020,631,861.1033764,9
11203125023,488,1105.423815,85
11203125025,336,980.0508807,40
11203125028,411,1091.122079,82
11203125029,409,1063.217783,72
11203125031,235,980.6282595,41
11203125032,201,1128.916584,91
11203125033,573,1107.692181,86
11203125034,323,977.9033805,40
11203125035,315,1063.766925,73
11203125037,373,1074.20889,76
11203125038,264,985.5448717,42
11203125039,500,940.9968892,27
11203125040,450,1097.275465,83
11203125041,485,1022.125221,57
11203125042,399,1125.790681,90
11203125043,472,1138.317231,93
11203125044,524,1091.768117,82
11203125045,511,1081.46468,79
11203125047,476,1038.459109,63
11203125048,424,1116.762809,88
11203125049,326,1106.310005,86
11203125050,426,1024.157521,58
11203125051,63,1099.193073,84
11203125101,433,904.6061503,17
11203125102,272,916.127808,20
11203125103,481,914.1517552,20
11203125104,324,885.0323333,13
11203125105,595,869.8490176,10
11203125106,284,900.5617764,17
11203125107,455,929.6565018,24
11203125108,616,892.4472847,15
11203125109,98,893.9968154,15
11203125111,428,888.7064088,14
11203125112,262,888.568826,14
11203125113,483,866.1852701,10
11203125114,342,880.138659,12
11203125115,1238,943.771997,28
11203125116,395,841.0645223,7
11203125117,305,917.8979038,21
11203125119,466,908.3910952,18
11203125120,325,910.8134466,19
11203125121,436,955.4243597,32
11203125122,630,969.3093232,36
11203125123,619,983.3649201,42
11203125201,345,963.6048386,34
11203125202,275,918.7415306,21
11203125203,549,946.8569213,29
11203125204,236,934.0257687,25
11203125205,518,948.8747623,30
11203125206,382,991.9101239,45
11203125207,234,970.2633038,37
11203125208,316,951.3640967,30
11203125209,206,902.5724866,17
11203125210,435,972.6603931,38
11203125211,350,953.1718465,31
11203125212,382,977.9917148,40
11203125213,315,893.1741125,15
11203125214,409,960.8606884,33
11203125215,233,963.3484037,34
11203125216,212,963.2673147,34
11203125217,306,1019.664877,56
11203125218,336,979.7556307,40
11203125219,277,990.4740092,44
11203125220,380,995.4049556,46
11203125221,261,981.8081824,41
11203125222,329,986.4242699,43
11203125223,296,968.4656297,36
11203125224,344,1015.539366,54
11203125225,317,1000.415604,48
11203125226,314,970.7976243,37
11203125227,422,1030.464027,60
11203125228,237,978.2012197,40
11203125229,464,1022.584919,57
11203125230,211,960.3774855,33
11203125231,207,973.7700498,38
11203125232,264,974.6838926,38
11203125301,395,1003.717462,50
11203125302,416,968.7604625,36
11203125303,553,990.6840758,45
11203125304,315,943.7894371,28
11203125305,480,1027.5138240000001,59
11203125306,343,971.5100268,37
11203125307,289,929.9522899,24
11203125310,541,966.9429442,36
11203125311,471,975.6860159,39
11203125312,399,973.8108565,38
11203125313,402,965.3961801,35
11203125315,441,990.9004414,45
11203125316,555,959.666296,33
11203125317,327,965.6262302,35
11203125321,262,1013.721301,54
11203125322,297,1019.562727,56
11203125325,473,976.5822834,39
11203125326,370,1019.13841,56
11203125327,552,1017.817347,55
11203125328,570,1009.503426,52
11203125330,379,1078.959756,78
11203125331,278,1083.952901,79
11203125332,105,1021.742225,57
11203125333,297,1095.757734,83
11203125335,866,990.5198055,44
11203125337,762,1029.599723,60
11203125338,375,1013.173853,53
11203125339,141,1024.085413,58
11203125340,242,1048.089903,67
11203125341,276,843.5789204,7
11203125342,95,1041.68713,65
11203125343,384,955.743876,32
11203125344,608,965.4923347,35
11203125345,400,1076.15722,77
11203125346,363,1013.56088,53
11203125348,77,954.0016604,31
11203125401,452,905.3891423,18
11203125402,363,908.2975001,18
11203125403,172,835.4817676,6
11203125404,248,916.2189648,20
11203125405,639,930.6215067,24
11203125406,324,1003.558056,50
11203125407,450,1037.177426,63
11203125408,567,919.0809158,21
11203125409,328,959.0627509,33
11203125410,526,894.7013873,15
11203125411,369,873.4034401,11
11203125412,435,988.5654203,44
11203125413,244,934.5284983,25
11203125414,417,920.5232433,21
11203125415,448,923.429296,22
11203125416,219,856.8648641,8
11203125417,284,963.0376798,34
11203125418,439,937.3435556,26
11203125419,383,981.9632862,41
11203125420,431,938.6597415,26
11203125421,472,849.2984322,7
11203125422,497,998.0932188,47
11203125423,327,1009.57918,52
11203125424,479,972.3406063,38
11203125425,403,990.6804901,44
11203125426,429,990.320607,44
11203125427,223,1026.578174,59
11203125428,346,978.1980136,40
11203125429,515,975.4676389,39
11203125430,273,972.929821,38
11203125431,470,995.4697573,46
11203125432,589,989.7770277,44
11203125434,297,953.9289012,31
11203125436,329,820.4459481,5
11203125437,172,836.4290716,6
11203125438,485,878.9539793,12
11203125439,406,924.6331624,22
11203125441,485,814.9615292,4
11203125443,294,976.6673857,39
11203125444,611,992.596041,45
11203125445,364,1009.192358,52
11203125446,562,997.6325295,47
11203125447,505,1009.597756,52
11203125448,746,949.0268058,30
11203125449,213,794.3056462,3
11203125450,107,924.4701019,22
11203125451,199,999.4001439,48
11203125452,379,992.6687427,45
11203125453,434,967.0836241,36
11203125455,237,1026.445267,59
11203125456,225,899.7687614,16
11203125457,157,977.254465,39
11203125458,582,984.6912478,42
11203155001,546,962.3820115,34
11203155002,451,954.6893819,31
11203155003,315,877.4540113,12
11203155004,424,947.247577,29
11203155005,327,961.7614975,34
11203155006,493,897.2981383,16
11203155007,549,991.8237782,45
11203155008,321,871.2503329,11
11203155009,299,1014.971611,54
11203155010,397,973.571907,38
11203155011,328,1015.041727,54
11203155012,552,961.733073,34
11203155013,545,908.0566654,18
11203155014,676,968.9058051,36
11203155015,516,966.4793031,35
11203155016,200,937.2322583,26
11203155017,485,930.2707681,24
11203155018,329,1013.385767,53
11203155019,614,937.3944324,26
11203155020,560,949.5575955,30
11203155021,303,954.1304819,31
11203155022,377,998.0279038,47
11203155023,385,945.20941560000006,28
11203155024,569,1007.06003,51
11203155025,395,981.5002155,41
11203155026,293,1006.132629,51
11203155027,598,1015.385133,54
11203155028,547,838.6812466,6
11203155029,371,1020.428271,56
11203155030,316,905.9364032,18
11203155031,351,945.64991,29
11203155033,222,970.3155967,37
11203155034,390,1044.209323,65
11203155035,566,967.4749999,36
11203155036,436,1017.335254,55
11203155037,199,930.1008979,24
11203155038,305,967.9222011,36
11203155039,305,993.3943645,46
11203155040,461,909.2013639,18
11203155101,587,1068.108776,74
11203155102,576,1036.846057,63
11203155103,451,1053.3318,69
11203155104,309,1017.390028,55
11203155105,456,1030.190144,60
11203155106,271,1051.235749,68
11203155107,336,1012.28584,53
11203155108,341,1043.945988,65
11203155201,510,857.0546587,8
11203155202,323,892.1569441,15
11203155203,786,863.7096522,9
11203155204,660,853.3440399,8
11203155205,352,849.5041505,7
11203155206,276,1003.442706,49
11203155207,612,906.350184,18
11203155208,320,816.5441101,4
11203155209,348,847.9039192,7
11203155210,203,862.7913511,9
11203155211,279,961.6781187,34
11203155212,531,858.9782194,9
11203155213,491,908.7727964,18
11203155214,331,876.2279389,12
11203155216,442,898.0619899,16
11203155217,912,1005.936271,50
11203155218,264,898.8404513,16
11203155219,287,921.8981554,22
11203155220,268,865.0563266,10
11203155221,219,911.3808099,19
11301125601,312,981.8495284,41
11301125602,275,962.4740707,34
11301125603,333,907.1480066,18
11301125604,451,865.3281841,10
11301125605,377,845.2029152,7
11301125606,482,1019.180582,56
11301125608,477,972.3085648,38
11301125609,589,1036.327629,63
11301125610,280,878.3328832,12
11301125611,354,781.3128611,3
11301125612,267,982.3068327,41
11301125613,529,987.9808345,43
11301125615,301,938.1289652,26
11301125616,1443,1004.725964,50
11301125617,428,1017.103323,55
11301125619,383,1028.574623,59
11301125620,497,975.5456757,39
11301125621,521,1000.635837,48
11301125622,421,978.067001,40
11301125623,524,852.0715238,8
11301125624,528,970.0679686,37
11301125625,454,950.7999544,30
11301125626,400,814.665161,4
11301125627,489,888.9834941,14
11301125628,385,955.9055465,32
11301125630,399,1009.253367,52
11301125631,180,973.1389217,38
11301125632,273,1014.345703,54
11301125633,418,899.6470533,16
11301125634,770,842.0642697,7
11301125635,925,902.8022088,17
11301125636,398,905.7725789,18
11301125637,563,952.0084103,31
11301125638,482,912.8900792,19
11301125639,551,937.0214041,26
11301125640,273,980.6844488,41
11301125641,139,878.3962671,12
11301125642,476,897.783482,16
11301125643,262,877.1900822,12
11301125644,377,611.2173244,1
11301125645,360,880.4175683,12
11301125646,268,948.4708338,29
11301125647,420,991.9552364,45
11301125648,273,960.2381281,33
11301125649,345,957.1235165,32
11301125650,313,994.4541872,46
11301125651,579,1000.546973,48
11301125701,222,985.4088841,42
11301125702,209,1024.04985,58
11301125703,445,990.910791,45
11301125704,303,973.0450179,38
11301125705,252,1053.846808,69
11301125706,177,1046.627679,66
11301125707,509,1024.772273,58
11301125708,307,993.7892261,46
11301125709,387,1011.55561,53
11301125710,406,983.5247957,42
11301125711,448,978.4278055,40
11301125712,465,1025.264708,58
11301125713,260,954.9298245,31
11301125714,182,1033.017248,61
11301125715,234,1047.451539,67
11301125716,184,1056.195762,70
11301125717,322,997.0771534,47
11301125718,334,880.48418590000006,12
11301125719,195,981.8673849,41
11301125720,510,914.5906455,20
11301125721,278,989.7576898,44
11301125722,318,1031.296274,60
11301125723,351,989.7730079,44
11301125724,206,1105.107717,85
11301125725,251,1008.226362,51
11301125726,467,933.5809153,25
11301125727,323,954.0290661,31
11301125728,414,914.2312866,20
11301125729,225,995.3638451,46
11301125730,346,825.5829919,5
11301125731,218,846.9431434,7
11301125732,426,873.9182228,11
11301125733,223,884.5267434,13
11301125734,306,917.1974628,20
11301125735,284,901.9199434,17
11301125736,349,907.3484122,18
11301125737,277,920.6092043,21
11301125738,216,1009.975962,52
11301125740,288,985.3438883,42
11301125741,428,968.8921061,36
11301125742,207,1015.583004,54
11301125801,257,938.606923,26
11301125802,670,904.6661868,17
11301125803,297,920.7181267,21
11301125804,402,876.8886502,12
11301125805,321,863.3249611,9
11301125806,31,937.3762083,26
11301125807,335,971.9186677,37
11301125808,181,851.5115112,8
11301125809,250,847.2612483,7
11301125810,435,987.511848,43
11301125811,353,930.9162711,24
11301125812,142,916.0389781,20
11301125813,356,1008.020561,51
11301125814,224,990.7764785,45
11301125815,366,835.9168867,6
11301125816,357,693.243712,1
11301125817,363,859.8387809,9
11301125818,473,832.9356392,6
11301125819,231,894.4108116,15
11301125820,358,859.7657914,9
11301125822,161,1004.261166,50
11301125823,258,964.8248218,35
11301125824,275,923.9514712,22
11301125825,224,824.1449779,5
11301125826,395,965.8970017,35
11301125827,614,1014.116879,54
11301125828,437,898.4085718,16
11301125829,448,969.0514401,36
11301125830,310,1011.101477,53
11301125831,291,973.9687798,38
11301125832,397,1007.308672,51
11301125833,108,1046.72647,66
11301125901,265,920.1735426,21
11301125902,372,899.9463135,16
11301125903,344,874.3741912,11
11301125904,216,876.4374935,12
11301125905,450,836.9200538,6
11301125906,207,748.6261158,2
11301125907,460,841.0167894,6
11301125908,276,853.8617353,8
11301125909,405,1015.133518,54
11301125910,317,1014.009987,54
11301125911,176,1060.73106,72
11301125912,181,985.6139383,43
11301125913,325,922.8138543,22
11301125914,204,918.0054745,21
11301125915,207,889.5559015,14
11301125916,204,1045.101961,66
11301125917,212,873.0533877,11
11301125918,217,757.9294816,2
11301125919,315,852.7888188,8
11301125921,193,897.421434,16
11301125922,354,1044.321466,65
11302126001,450,857.7010074,9
11302126002,525,879.250452,12
11302126003,291,909.756897,19
11302126004,246,924.0168079,22
11302126005,373,1024.883248,58
11302126006,200,866.2559011,10
11302126007,360,950.6117018,30
11302126009,267,975.7926565,39
11302126012,328,995.4018986,46
11302126013,185,1076.796688,77
11302126014,242,909.4996466,19
11302126101,376,884.0560404,13
11302126102,597,972.0835742,37
11302126103,444,980.8361541,41
11302126104,392,888.4527671,14
11302126105,444,807.5948906,4
11302126106,511,951.097593,30
11302126107,210,928.5259505,23
11302126108,393,867.8495714,10
11302126109,212,885.2089734,13
11302126110,350,870.536159,11
11302126111,397,853.5859464,8
11302126112,543,958.3736117,33
11302126113,409,936.8898387,26
11302126114,372,867.0458983,10
11302126115,397,769.6537391,2
11302126116,250,919.4704429,21
11302126117,202,791.1337033,3
11302126118,96,984.8306729,42
11302126119,22,879.164839,12
11302126120,55,1009.130721,52
11302126201,302,832.5671183,6
11302126202,212,877.4974689,12
11302126203,312,1005.674633,50
11302126204,249,994.4166226,46
11302126205,341,1026.87674,59
11302126206,280,1037.386006,63
11302126207,208,1013.135383,53
11302126208,291,1002.209208,49
11302126209,146,1070.311437,75
11302126210,246,997.7135721,47
11302126211,345,962.1795301,34
11302126212,463,917.289601,21
11302126213,231,957.7731194,32
11302126214,389,885.9754451,13
11302126215,410,864.6892915,10
11302126216,306,841.2471626,7
11303126301,529,895.289165,15
11303126302,655,921.8401673,22
11303126303,335,875.1549195,11
11303126304,469,794.8568,3
11303126305,351,908.1059011,18
11303126306,375,929.3370715,24
11303126307,207,824.6673384,5
11303126308,299,995.2390464,46
11303126309,369,1037.334384,63
11303126310,183,1014.36556,54
11303126311,540,1036.905126,63
11303126312,383,1014.392695,54
11303126313,619,912.1974927,19
11303126314,194,873.9134583,11
11303126315,301,896.5238988,16
11303126316,310,816.1599488,4
11303126317,314,851.8176909,8
11303126318,328,911.9022173,19
11303126319,393,923.964922,22
11303126320,263,932.357582,25
11303126321,294,912.8206772,19
11303126401,377,916.1573455,20
11303126402,390,907.5635783,18
11303126403,225,953.3517387,31
11303126404,265,918.4590218,21
11303126405,261,884.4448054,13
11303126406,449,855.394474,8
11303126407,380,981.7028023,41
11303126408,466,945.7001802,29
11303126409,411,1007.823425,51
11303126410,273,947.9802317,29
11303126411,223,1052.098531,68
11303126501,378,865.2405955,10
11303126502,258,824.8994134,5
11303126503,462,815.3371544,4
11303126504,282,909.5987543,19
11303126505,521,865.370497,10
11303126506,446,878.4297455,12
11303126507,246,877.7433992,12
11303126510,611,971.7046497,37
11303126511,239,893.9137232,15
11303126512,422,794.5432675,3
11303126513,184,1022.077598,57
11303126514,602,1048.478801,67
11303126515,359,981.8086185,41
11303126516,327,1036.946584,63
11303126517,53,927.5040489,23
11303126602,192,891.581775,15
11303126603,201,881.7219315,13
11303126604,347,892.4202051,15
11303126605,392,902.2009903,17
11303126606,324,995.1747081,46
11303126607,411,952.2406619,31
11303126608,375,913.999208,20
11303126609,286,915.4958479,20
11303126610,206,863.4290802,9
11303126611,197,890.4222445,14
11303126612,390,913.6519459,20
11303126613,336,986.2411874,43
11303126614,291,888.3030101,14
11303126615,391,955.944915,32
11303126616,357,987.1589634,43
11303126617,291,996.7571727,47
11303126618,365,996.1539605,47
11303126619,389,1040.345633,64
11303126620,352,802.5866048,4
11303126621,238,965.1839215,35
11303126622,272,856.9462119,8
11303126701,275,942.8543605,28
11303126702,344,937.1742163,26
11303126703,415,1059.259316,71
11303126704,319,1048.585284,67
11303126705,213,920.4009077,21
11303126707,361,906.9268121,18
11303126708,432,976.0845435,39
11303126709,493,936.0363145,26
11303126710,305,1059.018223,71
11303126711,384,1043.647289,65
11303126712,365,1054.808511,69
11303126713,450,1014.863281,54
11303126714,722,1018.256568,55
11303126715,649,1138.39655,93
11303126716,257,1015.89642,54
11303126717,446,978.6776281,40
11303126718,433,962.933714,34
11303126719,400,962.0264974,34
11303126720,277,1053.083667,69
11303126721,518,1075.572464,77
11303126722,306,976.0857835,39
11303126723,483,940.3028609,27
11303126724,260,1015.894396,54
11303126725,507,992.7251061,45
11303126726,313,886.1999699,13
11303126727,553,744.2934624,2
11303126728,325,867.9759486,10
11303126729,399,808.8398699,4
11303126730,234,825.0279081,5
11303126731,421,971.3206142,37
11303126732,414,937.7056843,26
11303126733,373,915.0063093,20
11303126734,277,898.2234503,16
11303126735,222,1065.423673,73
11303126736,448,1010.668462,52
11303126737,450,1040.015518,64
11303126738,485,1095.448926,83
11303126739,904,1089.125271,81
11303126740,253,961.4614772,34
11303126741,490,984.8221515,42
11303126742,245,947.3768847,29
11303126743,499,940.5434332,27
11303126801,396,1009.065931,52
11303126802,241,985.5527837,43
11303126803,234,1001.213867,49
11303126804,326,990.7571245,45
11303126805,555,1007.532847,51
11303126806,786,1065.173994,73
11303126809,496,912.1360069,19
11303126810,186,1048.26065,67
11303126811,40,1063.845349,73
11303126812,169,980.2253739,40
11303126813,905,1083.338987,79
11303126814,836,1054.850121,69
11303126901,1758,1066.065936,73
11303126902,546,1029.944173,60
11303126903,393,989.7052401,44
11303126904,383,1038.159358,63
11303126906,854,1071.920563,75
11303126907,216,887.6333262,14
11303126910,600,917.4791849,21
11303126911,364,1110.83558,87
11303126912,590,1114.284547,88
11303126913,392,920.68654,21
11303126914,254,813.3548294,4
11303126915,455,822.6844686,5
11303126916,357,902.6468603,17
11303126917,344,907.4149379,18
11303126920,515,1044.450369,66
11303126921,447,887.8678549,14
11303126922,488,935.4638266,25
11303126923,407,857.1822171,8
11303126924,577,678.3183837,1
