2021 Statistical Area Level 1 (SA1),Usual Resident Population,Score,Percentile within Australia
30402109106,693,1169.911249,98
30402109107,508,1205.688785,100
30402109108,639,1179.832106,99
30402109109,364,1106.481227,86
30402109110,511,1175.98474,99
30402109111,587,1130.443759,91
30402109112,324,1193.113199,100
30403109201,248,1134.653186,92
30403109202,651,1138.773018,93
30403109203,331,1136.818172,93
30403109204,367,1191.989599,100
30403109205,716,1159.068103,96
30403109206,353,1176.246794,99
30403109207,401,1147.848923,95
30403109208,626,1157.338225,96
30403109209,606,1148.568204,95
30403109210,320,1172.579577,98
30403109211,642,1190.402326,100
30403109212,295,1126.301585,90
30403109213,549,1158.54657,96
30403109214,679,1120.832504,89
30403109215,463,1148.091156,95
30403109216,597,1127.375128,91
30403109301,631,1011.132793,53
30403109302,334,1157.018852,96
30403109303,596,995.0912373,46
30403109305,480,1138.856898,93
30403109306,608,1057.743158,70
30403109307,501,1152.245859,95
30403109308,469,1126.477565,91
30403109309,476,1156.634006,96
30403109310,328,1046.454073,66
30403109311,439,1055.104485,69
30403109312,463,1135.852768,92
30403109401,511,1052.461875,69
30403109402,522,1138.83215,93
30403109403,250,1164.515775,97
30403109404,640,1195.603701,100
30403109405,38,1169.172987,98
30403109406,304,1122.616968,90
30403109407,508,1117.268343,88
30403109408,509,1117.391075,88
30403109409,449,1056.266225,70
30403109410,314,1066.736445,74
30403109411,594,1051.068536,68
30403109412,430,1105.889618,86
30403109413,520,1137.763231,93
30403109414,381,1125.382013,90
30403109416,276,1035.065904,62
30403109417,707,1063.983706,73
30403109418,366,1098.834831,84
30403109419,293,1104.526795,85
30403109420,466,1125.27759,90
30403109421,327,1145.148749,94
30403109422,154,1057.023158,70
30403109423,235,1158.974549,96
30403109424,311,1164.850899,97
30403109426,610,1038.897605,64
30403109427,352,1114.176253,88
30403109428,479,1048.923656,67
30403109429,468,1140.571083,93
30403109430,306,1154.028518,96
30403109431,400,1164.443121,97
30403109432,545,1025.086187,58
30403109433,368,998.3239459,47
30403109434,367,1037.395383,63
30403109435,434,1041.377767,64
30403109502,492,1168.994762,98
30403109503,459,1159.684224,96
30403109504,475,1161.912255,97
30403109505,277,1131.20207,91
30403109506,283,1134.746219,92
30403109507,380,1169.859728,98
30403109508,234,1101.219759,84
30403109510,561,1058.629951,71
30403109511,331,1116.231815,88
30403109513,341,1146.832191,95
30403109515,390,1051.823381,68
30403109516,335,1009.032,52
30403109517,305,1020.709411,56
30403109518,479,1073.336256,76
30403109519,437,1016.677348,55
30403109520,309,1002.353764,49
30403109521,358,1120.603294,89
30403109601,612,1065.529364,73
30403109602,304,1043.039483,65
30403109603,566,1099.933184,84
30403109604,402,1051.90066,68
30403109605,498,1042.710576,65
30403109606,455,1032.222123,61
30403109607,319,1023.223697,57
30403109608,815,1079.897657,78
30403109609,546,1165.91869,97
30403109610,532,1144.68145,94
30403109611,376,1088.734115,81
30403109612,368,1137.284649,93
30403109613,365,1174.089956,98
30403109614,448,1158.002467,96
30403109616,440,1077.070956,77
30403109617,362,1065.825086,73
30403109618,726,1072.563487,76
30403109619,328,1044.840967,66
30403109620,470,1061.799415,72
30403109621,434,1114.920692,88
30403109622,436,1060.718572,72
30403109623,534,1168.806397,98
30403109701,417,1157.29234,96
30403109702,274,1142.361134,94
30403109703,369,1083.876427,79
30403109704,764,1085.175134,80
30403109705,283,1055.93519,70
30403109706,513,1067.761521,74
30403109707,367,1082.822941,79
30403109708,407,1069.512968,75
30403109709,498,1074.63658,76
30403109710,467,1082.954952,79
30403109711,371,1042.007442,65
30403109712,547,1103.695809,85
30403109713,298,1069.600132,75
30403109714,409,1122.719545,90
30403109715,366,1084.607871,80
30403109716,451,1052.303137,69
30403109717,495,1028.071105,59
30403109718,377,1167.65251,98
30403109719,340,1146.693574,94
30403109720,629,1156.909453,96
30403109721,379,1071.050998,75
30404109801,313,1091.311648,82
30404109802,490,1109.015863,86
30404109803,637,1067.981219,74
30404109804,887,1072.025097,76
30404109805,507,1151.181436,95
30404109806,819,1024.917975,58
30404109807,281,1002.340441,49
30404109808,782,1150.600286,95
30404109809,541,1060.584993,71
30404109810,357,1085.816513,80
30404109811,364,1079.212709,78
30404109812,837,1018.600721,55
30404109813,238,1086.804529,80
30404109815,466,1027.815751,59
30404109816,498,950.7087943,30
30404109817,368,1010.617468,52
30404109818,652,1015.010062,54
30404109901,33,1095.063638,83
30404110001,443,1062.067631,72
30404110002,472,1060.674563,72
30404110003,633,926.0947771,23
30404110004,439,930.2123329,24
30404110005,306,941.6492101,27
30404110006,309,945.3631122,28
30404110009,433,1015.829236,54
30404110010,462,969.1681409,36
30404110011,589,955.180684,32
30404110012,439,1012.366531,53
30404110013,405,941.9708598,27
30404110014,279,991.2535503,45
30404110015,414,1077.673583,77
30404110016,293,1048.420034,67
30404110017,478,1016.802688,55
30404110018,223,1015.222768,54
30404110019,450,1061.803364,72
30404110101,478,1085.584743,80
30404110102,702,1002.358374,49
30404110103,464,1111.394798,87
30404110104,355,1090.933313,82
30404110105,354,1114.14487,88
30404110106,426,1092.391111,82
30404110107,590,1044.643915,66
30404110109,439,1126.491391,91
30404110110,438,1119.858163,89
30404110111,360,1064.12528,73
30404110112,517,1090.523614,81
30404110113,305,1071.473807,75
30404110114,468,1134.677805,92
30404110115,528,1078.101033,78
30404110116,452,1109.621769,87
30404110117,489,1057.237478,70
30404110118,293,816.3223127,4
30404110119,498,1061.912769,72
30404110120,686,1033.811723,62
30404110121,67,1064.028077,73
30404110301,226,1036.813331,63
30404110302,371,1171.011022,98
30404110303,645,1153.127826,96
30404110304,467,1118.280472,89
30404110305,385,1111.404775,87
30404110306,580,1108.846625,86
30404110307,359,1130.842852,91
30404110308,528,1064.46671,73
30404110309,515,1054.688534,69
30404110310,361,1128.255432,91
30404110311,548,1100.786461,84
30404110312,323,1109.812751,87
30404110313,530,1091.234542,82
30404110314,408,1116.389889,88
30404110315,333,1122.829168,90
30404110316,426,1129.733955,91
30404110317,384,1133.137973,92
30404110318,358,1096.680449,83
30404110319,375,1082.589592,79
30404110320,365,1072.653995,76
30404110321,287,1174.520866,98
30404110322,346,1127.56909,91
30404110323,402,1100.940984,84
30404110324,357,1118.464919,89
30404110325,428,1106.755736,86
30404110326,292,1022.134651,57
30404110327,465,1146.210419,94
30404110328,518,1144.440364,94
30404110329,438,1077.88457,77
30404110330,272,1082.197652,79
30404110331,538,1080.538132,78
30404110332,412,1114.569111,88
30404110333,522,1090.087937,81
30404110334,559,1122.127151,90
30404110335,623,1087.933894,81
30404110336,483,1117.236841,88
30404110337,334,1095.275581,83
30404110338,613,1124.449112,90
30404110339,457,1117.872589,88
30404110340,266,1131.625659,92
30404110401,386,1099.289598,84
30404110402,532,1102.173913,85
30404110403,527,1069.141551,74
30404110404,548,1084.426479,80
30404110405,531,1083.860149,79
30404110406,823,1106.927148,86
30404110407,661,1055.62218,70
30404110408,537,1105.908046,86
30404110409,244,1024.334068,58
30404110410,422,1095.176323,83
30404110411,719,1062.28422,72
30404110412,327,1093.02186,82
30404110414,197,910.4915456,19
30404110415,357,1106.503548,86
30404110416,321,947.5466878,29
30404110417,445,1098.054195,84
30404110418,298,1095.62261,83
30404110419,527,1065.502237,73
30404110420,424,965.3565681,35
30404110421,363,1006.867693,51
30404110422,508,1124.710172,90
30404110423,831,1152.490198,95
30404110424,100,1080.041618,78
30404110425,448,1182.500773,99
30404110427,603,1179.963541,99
30501110501,783,1120.838955,89
30501110505,223,1108.802478,86
30501110506,456,1166.36666,97
30501110508,679,1101.803024,85
30501110515,484,1105.213273,85
30501110516,381,1110.420667,87
30501110517,307,1110.135541,87
30501110519,320,1092.836615,82
30501110520,557,1131.046302,91
30501110522,727,1009.110472,52
30501110523,469,1067.548706,74
30501110526,456,1141.473078,93
30501110527,726,1132.253929,92
30501110528,475,1082.626629,79
30501110529,517,1154.538269,96
30501110530,430,1068.471587,74
30501110531,336,1081.824806,79
30501110532,480,1078.30291,78
30501110533,507,1082.234037,79
30501110534,544,980.6500579,41
30501110536,169,1049.883784,68
30501110537,1225,1071.0726,75
30501110538,428,1083.231165,79
30501110539,280,1058.944151,71
30501110540,546,1038.389719,63
30501110541,472,1066.397852,74
30501110542,312,1067.662391,74
30501110601,140,1100.889167,84
30501110604,540,968.9551459,36
30501110606,806,1042.444564,65
30501110607,694,1077.662297,77
30501110610,494,1099.922614,84
30501110611,515,1091.848427,82
30501110612,506,985.1223823,42
30501110614,401,1157.200375,96
30501110615,675,1056.951931,70
30501110616,765,1042.614478,65
30501110617,584,1080.14557,78
30501110618,424,1068.179216,74
30501110619,1160,1100.358746,84
30501110620,421,1041.633014,65
30501110621,345,1000.788234,48
30501110622,343,1046.468331,66
30501110623,402,1099.940508,84
30501110624,285,1055.259717,70
30501110701,487,1109.865049,87
30501110702,395,1107.6314,86
30501110703,515,1098.641557,84
30501110704,460,1035.500305,62
30501110705,348,964.6675675,35
30501110706,409,1007.622634,51
30501110707,694,1078.521106,78
30501110708,541,1091.84176,82
30501110709,384,1105.01322,85
30501110710,460,1092.120637,82
30501110711,459,1079.01861,78
30501110712,225,1025.886576,58
30501110713,276,1077.213673,77
30501110714,295,1046.779912,66
30501110715,430,1133.910379,92
30501110801,533,1122.631609,90
30501110802,366,1077.263266,77
30501110803,271,1095.432484,83
30501110804,428,1044.4538,66
30501110805,439,970.8069557,37
30501110806,569,1103.794294,85
30501110807,418,1136.428198,93
30501110810,735,1110.258074,87
30501110811,481,1074.792038,76
30501110812,654,1085.913739,80
30501110813,613,1060.538963,71
30501110814,737,1100.230399,84
30501110816,438,1070.612689,75
30501110817,545,1136.566196,93
30501110818,260,1137.911773,93
30501110819,369,1072.078905,76
30501110820,443,1025.660409,58
30501110821,100,1167.417954,98
30501110822,511,1104.743755,85
30501110823,448,1059.653021,71
30501110824,397,1135.405027,92
30501110901,313,1069.682141,75
30501110902,439,1121.475482,89
30501110903,543,1064.742348,73
30501110904,320,1109.721206,87
30501110905,346,1141.975771,94
30501110906,372,1113.29197,87
30501110907,320,1155.308575,96
30501110908,443,1118.859438,89
30501110909,391,1071.160575,75
30501110910,605,1065.271957,73
30501110911,250,1078.828843,78
30501110912,386,1049.863822,68
30501110913,377,1104.115252,85
30501110914,542,1106.740554,86
30501110915,518,1130.395604,91
30501110916,240,1169.196127,98
30501110917,536,1120.040713,89
30501110918,533,1123.94802,90
30501110919,432,1095.349631,83
30501110920,236,1044.964101,66
30501110921,558,1071.222727,75
30501110922,366,1111.253978,87
30501110923,465,1107.114279,86
30501110924,325,1142.693045,94
30501110925,287,1020.569042,56
30501110926,404,1039.679098,64
30501110927,187,1205.124677,100
30501110928,473,1135.382003,92
30501110929,547,1189.050624,100
30501110930,407,1171.837794,98
30501110931,284,1101.272049,84
30501111001,512,991.7590174,45
30501111002,448,1050.052129,68
30501111008,532,1092.822696,82
30501111010,469,1111.815821,87
30501111011,504,1051.935101,68
30501111013,811,1038.936759,64
30501111014,428,1101.564469,85
30501111019,312,1107.823548,86
30501111020,681,1137.417568,93
30501111022,344,1073.709572,76
30501111023,560,1066.118231,73
30501111024,369,988.2330201,44
30501111025,536,1088.622217,81
30501111026,447,1077.410499,77
30501111027,555,1115.405359,88
30501111028,540,1114.030395,88
30501111029,403,1065.334218,73
30501111031,488,1097.628364,83
30501111032,502,1094.296372,83
30501111033,141,1115.240911,88
30501111034,285,1133.604483,92
30501111035,1444,1098.800824,84
30501111036,324,1072.503537,76
30501111037,656,1140.936038,93
30501111038,280,1167.866193,98
30501111039,398,1084.342966,80
30501111040,428,1126.496717,91
30501111041,431,1073.761038,76
30501111101,364,1056.23254,70
30501111102,722,1078.731332,78
30501111103,681,1037.795567,63
30501111104,247,1058.586617,71
30501111105,494,1061.514201,72
30501111106,471,1036.509106,63
30501111107,746,1077.580112,77
30501111108,449,1034.635032,62
30501111109,504,1090.569552,81
30501111110,549,1046.921646,66
30501111111,510,1080.443808,78
30501111112,600,1077.87858,77
30501111114,269,1014.017849,54
30501111115,248,832.4959079,6
30501111202,433,945.4290162,28
30501111204,425,1026.353318,59
30501111205,235,982.5691532,41
30501111206,507,1052.083852,68
30501111207,299,1074.466703,76
30501111208,354,1073.007806,76
30501111209,413,1087.608256,81
30501111210,445,1106.776198,86
30501111211,472,1060.867772,72
30501111212,592,1102.950001,85
30501111213,370,1068.939416,74
30501111215,470,1059.964882,71
30501111216,435,1109.464982,86
30501111217,462,1061.269947,72
30501111218,249,1082.818781,79
30501111221,609,1071.53968,75
30501111222,328,1084.529625,80
30501111224,427,1138.527198,93
30501111225,484,1148.462199,95
30501111226,400,1132.432424,92
30501111227,543,1163.90252,97
30501111228,358,1140.672586,93
30501111229,505,1153.78511,96
30501111230,452,1189.751129,100
30501111231,623,1115.941622,88
30501111232,607,1122.364648,90
30501111233,382,1154.998661,96
30501111234,472,1102.46721,85
30501111235,455,1132.860578,92
30501111236,432,1121.882273,89
30501111237,809,1125.510042,90
30501111238,449,1000.469327,48
30501111239,452,1140.319528,93
30502111301,383,1156.992079,96
30502111302,620,1048.996776,67
30502111303,466,1179.021071,99
30502111304,450,1079.012572,78
30502111305,410,1095.129707,83
30502111306,549,1169.546076,98
30502111307,511,1135.279971,92
30502111308,376,1172.220033,98
30502111309,365,1165.820146,97
30502111310,419,1096.346287,83
30502111401,441,1116.757846,88
30502111402,445,1163.3922010000001,97
30502111403,579,1186.275179,99
30502111404,981,1164.062183,97
30502111405,380,1164.661884,97
30502111406,466,1163.939418,97
30502111407,607,1126.447286,90
30502111408,481,1093.562743,82
30502111409,961,1144.233055,94
30502111410,705,1124.645236,90
30502111411,513,1113.052226,87
30502111412,479,1144.002261,94
30502111413,368,1165.345698,97
30502111501,270,1093.260863,82
30502111502,388,1082.559254,79
30502111503,400,1135.44604,92
30502111504,506,1037.6284,63
30502111506,287,1073.09954,76
30502111507,561,1110.88803,87
30502111508,395,1091.109863,82
30502111510,503,1098.033889,84
30502111511,320,1031.906263,61
30502111512,460,1019.398701,56
30502111513,456,1094.89805,83
30502111514,399,1087.06263,80
30502111515,192,1085.116236,80
30502111516,328,1088.900924,81
30502111517,396,1069.580622,75
30502111518,257,1164.297391,97
30502111601,306,1174.708633,98
30502111602,480,1152.824636,95
30502111603,267,1178.245444,99
30502111604,571,1172.682564,98
30502111605,382,1122.407715,90
30502111606,528,1084.159226,79
30502111607,538,1175.62034,98
30502111608,677,1104.956682,85
30502111609,211,1198.603426,100
30502111610,594,1118.827899,89
30502111611,583,1149.305684,95
30502111701,369,1122.029905,89
30502111702,320,1136.310837,92
30502111703,239,1093.119267,82
30502111704,686,1076.109871,77
30502111705,723,1017.528249,55
30502111706,344,1100.611315,84
30502111707,602,1073.763908,76
30502111709,340,1129.629766,91
30502111710,509,1082.777199,79
30502111711,391,1046.236552,66
30502111712,373,1129.424463,91
30502111713,322,1138.327305,93
30502111714,512,1138.903567,93
30502111715,750,1146.05316,94
30502111717,475,1122.964446,90
30502111718,493,1151.278176,95
30502111719,601,1073.24372,76
30502111720,544,1105.07519,85
30502111721,342,1138.716407,93
30502111723,538,1070.926809,75
30502111724,453,1064.760317,73
30502111725,354,1060.200357,71
30502111726,292,1134.861678,92
30502111727,576,1045.83595,66
30502111728,446,1071.920161,75
30502111730,350,1081.54807,79
30502111731,472,1088.329189,81
30502111732,502,1079.465544,78
30502111733,335,1027.053474,59
30502111734,651,1114.302156,88
30502111735,403,1081.979361,79
30502111801,167,1082.144057,79
30502111802,244,1111.929062,87
30502111803,644,1166.476099,97
30502111804,490,1176.942972,99
30502111805,416,1158.960985,96
30502111806,655,1169.581168,98
30502111807,353,1159.748698,97
30502111808,422,1078.212973,78
30502111809,644,1147.594413,95
30502111810,547,1116.97647,88
30502111811,547,1124.84087,90
30502111812,533,1121.627089,89
30502111813,288,1167.543903,98
30502111814,587,1097.41013,83
30502111815,318,1095.109173,83
30503111905,325,1127.252162,91
30503111906,351,1111.700062,87
30503111909,601,1069.809719,75
30503111911,296,1113.545951,87
30503111912,228,1153.366637,96
30503111913,461,1073.29501,76
30503111914,496,1084.743203,80
30503111915,247,1108.544492,86
30503111916,278,1041.964383,65
30503111917,292,1119.972506,89
30503111918,564,1090.291341,81
30503112001,381,1176.057347,99
30503112002,346,1135.416942,92
30503112003,332,1159.40257,96
30503112004,501,1079.855983,78
30503112005,513,1146.134206,94
30503112006,555,1018.380828,55
30503112007,700,1079.346272,78
30503112008,408,1043.347456,65
30503112009,392,1047.065944,67
30503112010,451,1138.622107,93
30503112011,603,1112.993973,87
30503112012,427,1156.954682,96
30503112013,252,1188.89798,100
30503112015,305,1112.832897,87
30503112016,414,1146.095852,94
30503112101,345,1157.668756,96
30503112102,469,1185.033888,99
30503112103,437,1207.978846,100
30503112104,566,1118.936089,89
30503112105,484,1047.847501,67
30503112106,530,1049.62887,68
30503112107,658,1067.938392,74
30503112108,329,1170.74374,98
30503112109,638,1042.070762,65
30503112110,514,1042.903879,65
30503112111,607,1180.104084,99
30503112112,194,1140.018276,93
30503112201,608,1054.655317,69
30503112202,534,1048.8066,67
30503112203,574,1108.414128,86
30503112204,389,1120.857718,89
30503112205,347,1202.880503,100
30503112206,319,1083.032545,79
30503112207,544,1091.531881,82
30503112208,328,1172.608908,98
30503112209,263,1028.994685,60
30503112210,225,1187.577542,99
30503112211,507,1156.746814,96
30503112212,434,1061.899162,72
30503112213,486,1061.284635,72
30503112214,579,1031.725053,61
30503112215,743,1046.296611,66
30503112216,497,1078.789374,78
30503112217,451,1075.408727,77
30503112218,368,1054.010645,69
30503112219,474,1058.958822,71
30503112220,351,1032.309876,61
30503112221,330,1155.397526,96
30503112222,436,1107.408542,86
30503112223,539,1077.264271,77
30503112224,428,1101.132169,84
30503112301,602,1155.303006,96
30503112302,566,1180.714343,99
30503112303,413,1178.728394,99
30503112304,250,1063.977673,73
30503112305,373,1145.917488,94
30503112306,448,1137.89241,93
30503112307,676,1133.699022,92
30503112308,486,1172.718845,98
30503112309,467,1132.790116,92
30503112310,335,1161.480413,97
30503112401,254,1114.090552,88
30503112402,514,1128.712862,91
30503112403,279,1130.627518,91
30503112405,441,1101.469363,84
30503112406,554,1041.715244,65
30503112407,621,1064.638154,73
30503112408,703,1042.811182,65
30503112409,365,1092.478119,82
30503112410,243,1194.541963,100
30503112411,475,1186.425646,99
30503112412,220,1209.859137,100
30503112413,425,1096.026707,83
30503112414,427,1064.475953,73
30503112415,327,1092.397372,82
30503112416,323,1092.091187,82
30503112417,273,1135.201573,92
30503112418,303,1086.564056,80
30503112501,245,1148.2903,95
30503112502,757,1127.637737,91
30503112503,405,1134.491073,92
30503112504,399,1103.294401,85
30503112506,310,1150.346177,95
30503112507,352,1138.815583,93
30503112508,530,1170.991349,98
30503112509,261,1141.071046,93
30503112510,288,1190.272443,100
30503112511,426,1162.985696,97
30503112512,398,1155.222462,96
30503112513,578,1125.738822,90
30503112601,320,1096.994823,83
30503112602,576,1083.074503,79
30503112603,317,1092.932273,82
30503112604,533,1121.058344,89
30503112605,652,1137.877295,93
30503112606,413,1084.99661,80
30503112607,353,1026.996202,59
30503112608,589,1050.870133,68
30503112609,358,1025.542905,58
30503112610,529,1001.762114,49
30503112611,611,1074.456935,76
30503112612,459,1126.377994,90
30503112613,449,1122.449603,90
30503112614,603,1063.900112,73
30503112618,298,1021.997571,57
30503112619,321,867.2429344,10
30503112621,175,1000.233996,48
30503112622,650,1065.492709,73
30503112623,182,1047.145569,67
30503112625,348,1033.774611,62
30503112626,541,1059.115113,71
30503112627,381,1013.052192,53
30503112628,507,1016.963993,55
30503112701,607,1118.48608,89
30503112702,466,1178.701467,99
30503112703,605,1165.30137,97
30503112704,735,1038.318353,63
30503112705,368,1035.335492,62
30503112706,713,1092.309194,82
30503112707,223,1060.37935,71
30503112708,442,1103.134302,85
30503112709,441,1058.770133,71
30503112710,488,1101.175759,84
30503112801,553,1175.135523,98
30503112802,806,1171.129391,98
30503112804,345,1101.264864,84
30503112806,495,1045.435604,66
30503112807,387,1124.080122,90
30503112808,665,1098.189481,84
30503112809,333,1074.224999,76
30503112813,301,1122.891082,90
30503112814,340,1185.812551,99
30503112815,428,1175.335245,98
30503112816,250,1180.042418,99
30503112817,223,1163.827379,97
30503112818,741,1174.441556,98
30503112819,401,1159.77424,97
30503112820,567,1123.17297,90
30503112821,445,1167.85796,98
30503112822,460,1158.001349,96
30503112823,391,1167.329359,97
30503112824,439,1179.413337,99
30503112825,629,1136.837238,93
30503112826,764,1054.078698,69
30503112827,301,1178.300939,99
30503112828,449,1159.286095,96
30503112829,476,1139.897563,93
30503112830,421,1170.16463,98
30503112831,322,1153.408351,96
30503112832,232,1192.464518,100
30503112833,703,1006.054086,51
30503112834,507,1065.817481,73
30503112835,317,1180.525618,99
30503112836,233,1140.894304,93
30503112837,181,1174.47035,98
30503112838,336,1181.782175,99
30503112839,341,1097.545834,83
30503112840,369,1179.116049,99
30503112841,334,1116.409584,88
30503112842,304,993.8794292,46
30503112843,514,1188.014014,100
30503112844,238,1159.940539,97
30503112845,341,1102.903803,85
30503112846,467,1100.182752,84
30503112847,650,1088.261143,81
30503112901,645,1166.430108,97
30503112902,367,1122.401861,90
30503112903,346,1100.449698,84
30503112904,366,1124.265647,90
30503112905,347,1206.135978,100
30503112906,604,1126.781261,91
30503112907,342,1105.333135,85
30503112908,490,1143.813271,94
30503112909,299,1145.527661,94
30503112910,239,1162.077322,97
30503113001,921,1083.833695,79
30503113003,405,1098.549588,84
30503113004,672,1101.834596,85
30503113005,300,1077.168768,77
30503113006,389,1074.834989,76
30503113007,389,1118.307844,89
30503113008,366,1018.121222,55
30503113009,380,1051.621329,68
30503113010,499,1161.035454,97
30503113011,404,1157.029798,96
30503113012,313,1216.165568,100
30503113013,554,1046.338283,66
30503113014,469,1125.82545,90
30503113015,547,1120.752948,89
30503113016,589,1151.246439,95
30503113017,267,1019.927903,56
30503113018,513,1081.111491,79
30503113101,582,1115.950831,88
30503113102,403,1157.075448,96
30503113103,515,1151.661167,95
30503113104,361,1100.147938,84
30503113105,452,1031.083062,60
30503113106,365,1101.64659,85
30503113107,418,1066.615889,74
30503113108,626,1038.51764,63
30503113111,328,1047.827544,67
30503113113,522,1047.05415,67
30503113115,519,1083.09376,79
30503113116,260,1060.202785,71
30503113117,429,1119.436125,89
30503113118,592,1117.888357,88
30503113119,274,1151.496464,95
30503113120,598,1209.331027,100
30503113121,476,1170.666447,98
30503113122,554,1094.823219,83
30503113123,258,987.0680072,43
30503113124,466,1057.596135,70
30503113125,463,1049.096432,67
30503113126,462,1078.335142,78
30503113127,341,1038.156202,63
30503113128,271,1078.603838,78
30503113129,171,980.0479428,40
30503113130,321,1035.56381,62
30504113201,488,1153.873075,96
30504113202,294,1074.091139,76
30504113203,249,1094.984302,83
30504113204,516,1123.622685,90
30504113205,431,1171.349997,98
30504113206,373,1169.569086,98
30504113207,543,1148.26689,95
30504113208,690,1155.261837,96
30504113209,472,1182.450369,99
30504113210,321,1063.607697,72
30504113211,476,1197.060287,100
30504113212,395,1180.311459,99
30504113213,369,1169.390571,98
30504113214,363,1186.815026,99
30504113215,396,1159.239811,96
30504113216,343,1137.547597,93
30504113217,371,1140.026333,93
30504113218,487,1019.134309,56
30504113219,432,1152.293815,95
30504113220,476,1165.266423,97
30504113221,365,1088.009935,81
30504113222,228,1095.136508,83
30504113223,317,1108.894285,86
30504113224,535,1148.181759,95
30504113225,742,1157.170515,96
30504113226,563,1143.359459,94
30504113227,593,1165.159236,97
30504113228,414,1169.534912,98
30504113229,613,1062.075379,72
30504113230,402,1127.599201,91
30504113231,482,1082.327909,79
30504113301,454,1155.647945,96
30504113302,265,1224.12736,100
30504113303,408,1118.374194,89
30504113304,595,1169.257754,98
30504113305,417,1199.415497,100
30504113306,289,1099.323976,84
30504113307,453,1089.994924,81
30504113308,366,1077.346391,77
30504113309,548,1073.675543,76
30504113310,487,1119.624608,89
30504113311,475,1069.465267,75
30504113312,413,1094.222401,82
30504113313,491,1156.776611,96
30504113401,461,1175.43656,98
30504113402,409,1159.178872,96
30504113403,266,1137.692507,93
30504113404,503,1153.542315,96
30504113405,448,1158.871846,96
30504113406,448,1164.568997,97
30504113407,424,1172.295311,98
30504113408,648,1116.491342,88
30504113409,608,1117.159582,88
30504113410,704,1178.087392,99
30504113411,498,1168.482411,98
30504113412,417,1188.598776,100
30504113413,494,1159.0114,96
30504113414,369,1183.05245,99
30504113415,485,1190.013212,100
30504113416,252,1154.218607,96
30504113417,413,1168.045444,98
30504113418,453,1149.954474,95
30504113419,624,1161.043747,97
30504113420,552,1199.806649,100
30504113421,547,1159.560498,96
30504113422,320,1164.354511,97
30504113501,276,1080.223764,78
30504113502,435,1141.040774,93
30504113503,416,1148.98073,95
30504113504,339,1110.138163,87
30504113505,330,1127.111566,91
30504113506,379,1093.099927,82
30504113507,449,1121.96818,89
30504113508,403,1122.735519,90
30504113509,337,1148.384239,95
30504113510,475,1132.852599,92
30504113511,485,1176.456149,99
30504113512,377,1153.496789,96
30504113513,323,1174.031661,98
30504113514,532,1130.46352,91
30504113516,336,1090.762708,82
30504113517,578,1152.386491,95
30504113518,670,1203.355699,100
30504113519,332,1167.074947,97
30504113520,512,1149.423352,95
30504113521,581,1178.307802,99
30504113522,445,1158.215043,96
30504113523,563,1116.118303,88
30504113524,236,1113.494088,87
30504113525,457,1120.545434,89
30504113526,628,1131.629017,92
30504113527,308,1114.648594,88
30504113528,334,1102.467493,85
30504113529,279,1157.598914,96
30504113530,383,1132.337507,92
30504113601,259,1109.265712,86
30504113602,288,1151.688103,95
30504113603,528,1172.725215,98
30504113604,342,1111.871492,87
30504113605,255,1074.610337,76
30504113606,552,1133.597304,92
30504113607,537,1144.713247,94
30504113608,652,1160.88196,97
30504113609,467,1108.250515,86
30504113610,288,1171.949821,98
30504113611,378,1138.338635,93
30504113612,388,1113.911925,88
30504113613,535,1079.576419,78
30504113614,518,1088.681533,81
30504113701,311,1090.84251,82
30504113702,608,1066.548907,74
30504113703,355,1156.496613,96
30504113704,297,1194.842517,100
30504113705,380,1163.718788,97
30504113706,430,1170.886487,98
30504113707,574,1134.118384,92
30504113708,294,1087.33304,80
30504113709,580,1154.931332,96
30504113710,190,1092.047297,82
30504113711,513,1097.118373,83
30504113714,638,1112.08273,87
30504113715,380,1102.852882,85
30504113716,289,1091.53105,82
30504113717,434,1171.939944,98
30504113718,575,1132.649185,92
30504113719,489,1057.482053,70
30504113720,456,1102.501154,85
30504113721,482,1073.891146,76
30504113722,474,1090.952399,82
30504113723,465,1077.975054,78
30504113724,531,1108.966824,86
30504113726,199,1088.380574,81
30504113727,320,1106.039921,86
30504113728,388,1123.347678,90
30504113729,367,1063.013385,72
30504113730,329,1093.68243,82
30504113731,379,1090.221425,81
30504113732,285,1114.794166,88
30504113733,412,1083.003379,79
30601113801,406,1017.341505,55
30601113802,419,1024.915033,58
30601113803,576,1085.746552,80
30601113804,323,1002.079177,49
30601113805,410,984.996944,42
30601113806,208,1050.097157,68
30601113807,309,1023.529093,57
30601113808,246,1046.336194,66
30601113809,256,1037.513707,63
30601113810,483,1047.768206,67
30601113811,212,1025.363363,58
30601113812,467,996.3394769,47
30601113813,904,1089.1482800000001,81
30601113814,325,1058.262079,71
30601113901,622,1046.767085,66
30601113904,378,1027.974714,59
30601113905,433,1007.28191,51
30601113907,503,1044.949026,66
30601113909,228,1013.130724,53
30601113910,688,994.7370141,46
30601113911,555,1103.023783,85
30601113913,453,1026.596783,59
30601113914,523,958.1130172,33
30601113915,708,1000.146606,48
30601113916,271,956.8108859,32
30601113917,598,1001.415018,49
30601113918,394,1070.58409,75
30601113919,431,988.6139991,44
30601113920,393,998.0232889,47
30601113923,563,920.6097222,21
30601113924,336,1029.094269,60
30601113925,566,1025.53043,58
